timestamp,dataset,method,seed,elapsed_seconds,sample_size,sample_applied,status,warning
2026-06-07T12:42:04,breast_cancer_wisconsin,variance,13,0.00014648493379354477,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,variance,42,0.00011863745748996735,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,variance,97,0.00011664163321256638,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,f_classif,13,0.0005477983504533768,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,f_classif,42,0.0004572588950395584,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,f_classif,97,0.0004441644996404648,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,mutual_info,13,0.02490491047501564,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,mutual_info,42,0.024609116837382317,397,False,ok,
2026-06-07T12:42:04,breast_cancer_wisconsin,mutual_info,97,0.02473250776529312,397,False,ok,
2026-06-07T12:42:06,customer_churn,variance,13,0.031914723105728626,308582,False,ok,
2026-06-07T12:42:06,customer_churn,variance,42,0.032155453227460384,308582,False,ok,
2026-06-07T12:42:06,customer_churn,variance,97,0.03161593712866306,308582,False,ok,
2026-06-07T12:42:07,customer_churn,f_classif,13,0.0307537242770195,308582,False,ok,
2026-06-07T12:42:07,customer_churn,f_classif,42,0.029965899884700775,308582,False,ok,
2026-06-07T12:42:07,customer_churn,f_classif,97,0.027639945968985558,308582,False,ok,
2026-06-07T12:42:07,customer_churn,mutual_info,13,0.10062449518591166,5000,True,ok,
2026-06-07T12:42:07,customer_churn,mutual_info,42,0.10071612149477005,5000,True,ok,
2026-06-07T12:42:07,customer_churn,mutual_info,97,0.10077167581766844,5000,True,ok,
2026-06-07T12:42:10,madelon,variance,13,0.0021027177572250366,1400,False,ok,
2026-06-07T12:42:10,madelon,variance,42,0.001705911010503769,1400,False,ok,
2026-06-07T12:42:10,madelon,variance,97,0.0016755051910877228,1400,False,ok,
2026-06-07T12:42:10,madelon,f_classif,13,0.00245676189661026,1400,False,ok,
2026-06-07T12:42:10,madelon,f_classif,42,0.0023198239505290985,1400,False,ok,
2026-06-07T12:42:10,madelon,f_classif,97,0.002293115481734276,1400,False,ok,
2026-06-07T12:42:11,madelon,mutual_info,13,0.9877245873212814,1400,False,ok,
2026-06-07T12:42:12,madelon,mutual_info,42,0.9885280067101121,1400,False,ok,
2026-06-07T12:42:13,madelon,mutual_info,97,0.9881394794210792,1400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,variance,13,0.00014268886297941208,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,variance,42,8.742045611143112e-05,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,variance,97,8.383113890886307e-05,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,f_classif,13,0.00048266351222991943,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,f_classif,42,0.0004030279815196991,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,f_classif,97,0.00040725525468587875,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,mutual_info,13,0.00874672457575798,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,mutual_info,42,0.008664904162287712,400,False,ok,
2026-06-07T12:42:24,olive_oil_3class,mutual_info,97,0.008643687702715397,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,variance,13,0.00020212680101394653,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,variance,42,0.00015525240451097488,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,variance,97,0.00014689285308122635,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,f_classif,13,0.0007634144276380539,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,f_classif,42,0.0006082607433199883,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,f_classif,97,0.0005290787667036057,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,mutual_info,13,0.017302158288657665,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,mutual_info,42,0.017199785448610783,400,False,ok,
2026-06-07T12:42:26,olive_oil_9class,mutual_info,97,0.01701057981699705,400,False,ok,
