feature,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,eicosenoic,other
palmitoleic,0.0,0.48731824184647277,0.04921692996954476,0.4722563853367828,0.18723462756531725,0.15607673852251727,0.1360524899525881,0.43089528817529477
stearic,0.48731824184647277,0.0,0.05187170970553449,0.5234042209706382,0.2535314945415468,0.11231361213187938,0.13753201036219434,0.36581216685448803
oleic,0.04921692996954476,0.05187170970553449,0.0,0.0679752221100701,0.1260965935949063,0.11181700047686173,0.07107661222377185,0.05413430722493723
linoleic,0.4722563853367828,0.5234042209706382,0.0679752221100701,0.0,0.49846120752498635,0.16502397144579764,0.1953294881450262,0.2580586588984481
linolenic,0.18723462756531725,0.2535314945415468,0.1260965935949063,0.49846120752498635,0.0,0.18169085068705398,0.15943502810057833,0.1106757383720358
arachidic,0.15607673852251727,0.11231361213187938,0.11181700047686173,0.16502397144579764,0.18169085068705398,0.0,0.30845581541412487,0.2614027509901048
eicosenoic,0.1360524899525881,0.13753201036219434,0.07107661222377185,0.1953294881450262,0.15943502810057833,0.30845581541412487,0.0,0.2341700166544713
other,0.43089528817529477,0.36581216685448803,0.05413430722493723,0.2580586588984481,0.1106757383720358,0.2614027509901048,0.2341700166544713,0.0
