dataset,method,k,feature_a,feature_b,abs_spearman
breast_cancer_wisconsin,mutual_info,15,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,mutual_info,15,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,mutual_info,15,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,mutual_info,15,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,mutual_info,15,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,mutual_info,15,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,mutual_info,15,concave_points_mean,concave_points_worst,0.936265779097578
breast_cancer_wisconsin,mutual_info,15,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,mutual_info,15,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,mutual_info,15,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,mutual_info,15,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,mutual_info,15,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,mutual_info,15,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,mutual_info,15,perimeter_mean,radius_mean,0.9975791949445778
breast_cancer_wisconsin,mutual_info,15,perimeter_mean,area_mean,0.9968171930167811
breast_cancer_wisconsin,mutual_info,15,radius_mean,area_mean,0.9995769705740929
breast_cancer_wisconsin,mutual_info,15,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,mutual_info,15,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,mutual_info,15,area_se,perimeter_se,0.9147288884504269
breast_cancer_wisconsin,mutual_info,15,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,mutual_info,15,concavity_worst,compactness_worst,0.9103919339144508
breast_cancer_wisconsin,mutual_info,15,perimeter_se,radius_se,0.9517590483009596
breast_cancer_wisconsin,mutual_info,15,compactness_worst,compactness_mean,0.9039588576340705
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,area_worst,0.9923557597593001
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,mutual_info,20,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,mutual_info,20,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,mutual_info,20,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,mutual_info,20,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,mutual_info,20,concave_points_mean,concave_points_worst,0.936265779097578
breast_cancer_wisconsin,mutual_info,20,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,mutual_info,20,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,mutual_info,20,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,mutual_info,20,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,mutual_info,20,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,mutual_info,20,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,mutual_info,20,perimeter_mean,radius_mean,0.9975791949445778
breast_cancer_wisconsin,mutual_info,20,perimeter_mean,area_mean,0.9968171930167811
breast_cancer_wisconsin,mutual_info,20,radius_mean,area_mean,0.9995769705740929
breast_cancer_wisconsin,mutual_info,20,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,mutual_info,20,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,mutual_info,20,concavity_mean,concavity_se,0.8561906571535526
breast_cancer_wisconsin,mutual_info,20,area_se,perimeter_se,0.9147288884504269
breast_cancer_wisconsin,mutual_info,20,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,mutual_info,20,concavity_worst,compactness_worst,0.9103919339144508
breast_cancer_wisconsin,mutual_info,20,perimeter_se,radius_se,0.9517590483009596
breast_cancer_wisconsin,mutual_info,20,compactness_worst,compactness_mean,0.9039588576340705
breast_cancer_wisconsin,mutual_info,20,texture_worst,texture_mean,0.9029074236200847
breast_cancer_wisconsin,mutual_info,30,perimeter_worst,area_worst,0.9923557597593001
breast_cancer_wisconsin,mutual_info,30,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,mutual_info,30,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,mutual_info,30,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,mutual_info,30,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,mutual_info,30,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,mutual_info,30,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,mutual_info,30,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,mutual_info,30,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,mutual_info,30,concave_points_mean,concave_points_worst,0.936265779097578
breast_cancer_wisconsin,mutual_info,30,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,mutual_info,30,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,mutual_info,30,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,mutual_info,30,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,mutual_info,30,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,mutual_info,30,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,mutual_info,30,perimeter_mean,radius_mean,0.9975791949445778
breast_cancer_wisconsin,mutual_info,30,perimeter_mean,area_mean,0.9968171930167811
breast_cancer_wisconsin,mutual_info,30,radius_mean,area_mean,0.9995769705740929
breast_cancer_wisconsin,mutual_info,30,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,mutual_info,30,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,mutual_info,30,concavity_mean,concavity_se,0.8561906571535526
breast_cancer_wisconsin,mutual_info,30,area_se,perimeter_se,0.9147288884504269
breast_cancer_wisconsin,mutual_info,30,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,mutual_info,30,concavity_worst,compactness_worst,0.9103919339144508
breast_cancer_wisconsin,mutual_info,30,perimeter_se,radius_se,0.9517590483009596
breast_cancer_wisconsin,mutual_info,30,compactness_worst,compactness_mean,0.9039588576340705
breast_cancer_wisconsin,mutual_info,30,texture_worst,texture_mean,0.9029074236200847
breast_cancer_wisconsin,mutual_info,30,concavity_se,compactness_se,0.875970077544373
breast_cancer_wisconsin,random_forest,3,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,5,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,5,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,random_forest,5,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,random_forest,5,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,random_forest,10,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,10,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,random_forest,10,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,random_forest,10,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,random_forest,10,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,random_forest,10,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,random_forest,10,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,random_forest,10,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,random_forest,10,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,random_forest,10,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,random_forest,10,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,random_forest,10,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,random_forest,10,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,random_forest,10,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,random_forest,10,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,random_forest,10,area_mean,radius_mean,0.9995769705740929
breast_cancer_wisconsin,random_forest,10,area_mean,perimeter_mean,0.9968171930167811
breast_cancer_wisconsin,random_forest,10,radius_mean,perimeter_mean,0.9975791949445778
breast_cancer_wisconsin,random_forest,15,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,15,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,random_forest,15,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,random_forest,15,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,random_forest,15,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,random_forest,15,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,random_forest,15,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,random_forest,15,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,random_forest,15,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,random_forest,15,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,random_forest,15,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,random_forest,15,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,random_forest,15,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,random_forest,15,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,random_forest,15,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,random_forest,15,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,random_forest,15,area_mean,radius_mean,0.9995769705740929
breast_cancer_wisconsin,random_forest,15,area_mean,perimeter_mean,0.9968171930167811
breast_cancer_wisconsin,random_forest,15,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,random_forest,15,radius_mean,perimeter_mean,0.9975791949445778
breast_cancer_wisconsin,random_forest,15,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,random_forest,15,texture_worst,texture_mean,0.9029074236200847
breast_cancer_wisconsin,random_forest,20,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,20,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,random_forest,20,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,random_forest,20,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,random_forest,20,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,random_forest,20,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,random_forest,20,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,random_forest,20,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,random_forest,20,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,random_forest,20,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,random_forest,20,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,random_forest,20,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,random_forest,20,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,random_forest,20,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,random_forest,20,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,random_forest,20,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,random_forest,20,area_mean,radius_mean,0.9995769705740929
breast_cancer_wisconsin,random_forest,20,area_mean,perimeter_mean,0.9968171930167811
breast_cancer_wisconsin,random_forest,20,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,random_forest,20,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,random_forest,20,concavity_mean,concavity_se,0.8561906571535526
breast_cancer_wisconsin,random_forest,20,radius_mean,perimeter_mean,0.9975791949445778
breast_cancer_wisconsin,random_forest,20,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,random_forest,20,area_se,perimeter_se,0.9147288884504269
breast_cancer_wisconsin,random_forest,20,concavity_worst,compactness_worst,0.9103919339144508
breast_cancer_wisconsin,random_forest,20,texture_worst,texture_mean,0.9029074236200847
breast_cancer_wisconsin,random_forest,20,radius_se,perimeter_se,0.9517590483009596
breast_cancer_wisconsin,random_forest,20,compactness_mean,compactness_worst,0.9039588576340705
breast_cancer_wisconsin,random_forest,30,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,random_forest,30,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,random_forest,30,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,random_forest,30,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,random_forest,30,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,random_forest,30,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,random_forest,30,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,random_forest,30,perimeter_worst,radius_mean,0.970856505749388
breast_cancer_wisconsin,random_forest,30,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,random_forest,30,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,random_forest,30,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,random_forest,30,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,random_forest,30,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,random_forest,30,radius_worst,area_mean,0.9785494359853889
breast_cancer_wisconsin,random_forest,30,radius_worst,radius_mean,0.9778618831057053
breast_cancer_wisconsin,random_forest,30,radius_worst,perimeter_mean,0.9807687162716081
breast_cancer_wisconsin,random_forest,30,area_mean,radius_mean,0.9995769705740929
breast_cancer_wisconsin,random_forest,30,area_mean,perimeter_mean,0.9968171930167811
breast_cancer_wisconsin,random_forest,30,concavity_mean,concavity_worst,0.9384683534750952
breast_cancer_wisconsin,random_forest,30,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,random_forest,30,concavity_mean,concavity_se,0.8561906571535526
breast_cancer_wisconsin,random_forest,30,radius_mean,perimeter_mean,0.9975791949445778
breast_cancer_wisconsin,random_forest,30,area_se,radius_se,0.9466384315258889
breast_cancer_wisconsin,random_forest,30,area_se,perimeter_se,0.9147288884504269
breast_cancer_wisconsin,random_forest,30,concavity_worst,compactness_worst,0.9103919339144508
breast_cancer_wisconsin,random_forest,30,texture_worst,texture_mean,0.9029074236200847
breast_cancer_wisconsin,random_forest,30,radius_se,perimeter_se,0.9517590483009596
breast_cancer_wisconsin,random_forest,30,compactness_mean,compactness_worst,0.9039588576340705
breast_cancer_wisconsin,random_forest,30,concavity_se,compactness_se,0.875970077544373
breast_cancer_wisconsin,variance,3,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,5,compactness_worst,concavity_worst,0.9103919339144508
breast_cancer_wisconsin,variance,5,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,5,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,variance,10,compactness_worst,concavity_worst,0.9103919339144508
breast_cancer_wisconsin,variance,10,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,10,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,variance,10,radius_mean,perimeter_worst,0.970856505749388
breast_cancer_wisconsin,variance,10,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,variance,15,compactness_worst,concavity_worst,0.9103919339144508
breast_cancer_wisconsin,variance,15,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,15,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,variance,15,radius_mean,perimeter_worst,0.970856505749388
breast_cancer_wisconsin,variance,15,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,variance,15,concavity_se,compactness_se,0.875970077544373
breast_cancer_wisconsin,variance,20,compactness_worst,concavity_worst,0.9103919339144508
breast_cancer_wisconsin,variance,20,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,20,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,variance,20,radius_mean,perimeter_worst,0.970856505749388
breast_cancer_wisconsin,variance,20,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,variance,20,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,variance,20,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,variance,20,concavity_worst,concavity_mean,0.9384683534750952
breast_cancer_wisconsin,variance,20,concavity_se,compactness_se,0.875970077544373
breast_cancer_wisconsin,variance,20,concavity_se,concavity_mean,0.8561906571535526
breast_cancer_wisconsin,variance,20,perimeter_se,radius_se,0.9517590483009596
breast_cancer_wisconsin,variance,20,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,variance,30,compactness_worst,concavity_worst,0.9103919339144508
breast_cancer_wisconsin,variance,30,compactness_worst,compactness_mean,0.9039588576340705
breast_cancer_wisconsin,variance,30,area_worst,radius_mean,0.9784188387566748
breast_cancer_wisconsin,variance,30,area_worst,perimeter_worst,0.9923557597593001
breast_cancer_wisconsin,variance,30,area_worst,area_mean,0.9797611402500991
breast_cancer_wisconsin,variance,30,area_worst,perimeter_mean,0.9805839845334897
breast_cancer_wisconsin,variance,30,area_worst,radius_worst,0.9990519116072176
breast_cancer_wisconsin,variance,30,radius_mean,perimeter_worst,0.970856505749388
breast_cancer_wisconsin,variance,30,radius_mean,area_mean,0.9995769705740929
breast_cancer_wisconsin,variance,30,radius_mean,perimeter_mean,0.9975791949445778
breast_cancer_wisconsin,variance,30,radius_mean,radius_worst,0.9778618831057053
breast_cancer_wisconsin,variance,30,concave_points_worst,concavity_worst,0.8973328766294851
breast_cancer_wisconsin,variance,30,concave_points_worst,concave_points_mean,0.936265779097578
breast_cancer_wisconsin,variance,30,concave_points_worst,concavity_mean,0.8988323520000988
breast_cancer_wisconsin,variance,30,concavity_worst,concavity_mean,0.9384683534750952
breast_cancer_wisconsin,variance,30,perimeter_worst,area_mean,0.9709473841676582
breast_cancer_wisconsin,variance,30,perimeter_worst,perimeter_mean,0.9786577843572708
breast_cancer_wisconsin,variance,30,perimeter_worst,radius_worst,0.993692096524517
breast_cancer_wisconsin,variance,30,concavity_se,compactness_se,0.875970077544373
breast_cancer_wisconsin,variance,30,concavity_se,concavity_mean,0.8561906571535526
breast_cancer_wisconsin,variance,30,perimeter_se,radius_se,0.9517590483009596
breast_cancer_wisconsin,variance,30,perimeter_se,area_se,0.9147288884504269
breast_cancer_wisconsin,variance,30,radius_se,area_se,0.9466384315258889
breast_cancer_wisconsin,variance,30,concave_points_mean,concavity_mean,0.9206147847112878
breast_cancer_wisconsin,variance,30,concavity_mean,compactness_mean,0.8838356097409908
breast_cancer_wisconsin,variance,30,area_mean,perimeter_mean,0.9968171930167811
breast_cancer_wisconsin,variance,30,area_mean,radius_worst,0.9785494359853889
breast_cancer_wisconsin,variance,30,perimeter_mean,radius_worst,0.9807687162716081
breast_cancer_wisconsin,variance,30,texture_worst,texture_mean,0.9029074236200847
customer_churn,f_classif,10,gender_Female,gender_Male,1.0
customer_churn,f_classif,15,gender_Female,gender_Male,1.0
customer_churn,l1_logistic,10,gender_Male,gender_Female,1.0
customer_churn,l1_logistic,15,gender_Male,gender_Female,1.0
customer_churn,linear_svm,15,gender_Female,gender_Male,1.0
customer_churn,mrmr_approx,15,gender_Female,gender_Male,1.0
customer_churn,mutual_info,10,gender_Female,gender_Male,1.0
customer_churn,mutual_info,15,gender_Female,gender_Male,1.0
customer_churn,random_forest,10,gender_Female,gender_Male,1.0
customer_churn,random_forest,15,gender_Female,gender_Male,1.0
customer_churn,variance,10,gender_Female,gender_Male,1.0
customer_churn,variance,15,gender_Female,gender_Male,1.0
madelon,f_classif,5,feat_475,feat_241,0.9908628488481467
madelon,f_classif,5,feat_64,feat_336,0.9957736622808124
madelon,f_classif,10,feat_475,feat_241,0.9908628488481467
madelon,f_classif,10,feat_64,feat_336,0.9957736622808124
madelon,f_classif,10,feat_493,feat_453,0.9954816512263326
madelon,f_classif,10,feat_442,feat_472,0.9960574689283546
madelon,f_classif,15,feat_475,feat_241,0.9908628488481467
madelon,f_classif,15,feat_64,feat_336,0.9957736622808124
madelon,f_classif,15,feat_493,feat_453,0.9954816512263326
madelon,f_classif,15,feat_442,feat_472,0.9960574689283546
madelon,f_classif,15,feat_48,feat_378,0.9901859725361715
madelon,f_classif,15,feat_128,feat_105,0.9942708891412589
madelon,f_classif,20,feat_475,feat_241,0.9908628488481467
madelon,f_classif,20,feat_64,feat_336,0.9957736622808124
madelon,f_classif,20,feat_493,feat_453,0.9954816512263326
madelon,f_classif,20,feat_442,feat_472,0.9960574689283546
madelon,f_classif,20,feat_48,feat_378,0.9901859725361715
madelon,f_classif,20,feat_128,feat_105,0.9942708891412589
madelon,f_classif,22,feat_475,feat_241,0.9908628488481467
madelon,f_classif,22,feat_64,feat_336,0.9957736622808124
madelon,f_classif,22,feat_493,feat_453,0.9954816512263326
madelon,f_classif,22,feat_442,feat_472,0.9960574689283546
madelon,f_classif,22,feat_48,feat_378,0.9901859725361715
madelon,f_classif,22,feat_128,feat_105,0.9942708891412589
madelon,f_classif,30,feat_475,feat_241,0.9908628488481467
madelon,f_classif,30,feat_64,feat_336,0.9957736622808124
madelon,f_classif,30,feat_493,feat_453,0.9954816512263326
madelon,f_classif,30,feat_442,feat_472,0.9960574689283546
madelon,f_classif,30,feat_48,feat_378,0.9901859725361715
madelon,f_classif,30,feat_128,feat_105,0.9942708891412589
madelon,f_classif,50,feat_475,feat_241,0.9908628488481467
madelon,f_classif,50,feat_64,feat_336,0.9957736622808124
madelon,f_classif,50,feat_493,feat_453,0.9954816512263326
madelon,f_classif,50,feat_442,feat_472,0.9960574689283546
madelon,f_classif,50,feat_48,feat_378,0.9901859725361715
madelon,f_classif,50,feat_128,feat_105,0.9942708891412589
madelon,l1_logistic,5,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,10,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,15,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,20,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,22,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,30,feat_475,feat_241,0.9908628488481467
madelon,l1_logistic,50,feat_475,feat_241,0.9908628488481467
madelon,linear_svm,5,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,10,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,10,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,15,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,15,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,15,feat_153,feat_433,0.9903218874104753
madelon,linear_svm,20,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,20,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,20,feat_153,feat_433,0.9903218874104753
madelon,linear_svm,22,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,22,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,22,feat_153,feat_433,0.9903218874104753
madelon,linear_svm,30,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,30,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,30,feat_153,feat_433,0.9903218874104753
madelon,linear_svm,30,feat_493,feat_453,0.9954816512263326
madelon,linear_svm,30,feat_451,feat_318,0.9912317382418292
madelon,linear_svm,50,feat_378,feat_48,0.9901859725361715
madelon,linear_svm,50,feat_442,feat_472,0.9960574689283546
madelon,linear_svm,50,feat_153,feat_433,0.9903218874104753
madelon,linear_svm,50,feat_493,feat_453,0.9954816512263326
madelon,linear_svm,50,feat_451,feat_318,0.9912317382418292
madelon,linear_svm,50,feat_241,feat_475,0.9908628488481467
madelon,mutual_info,50,feat_241,feat_475,0.9908628488481467
madelon,mutual_info,50,feat_128,feat_105,0.9942708891412589
madelon,random_forest,5,feat_475,feat_241,0.9908628488481467
madelon,random_forest,10,feat_475,feat_241,0.9908628488481467
madelon,random_forest,10,feat_105,feat_128,0.9942708891412589
madelon,random_forest,10,feat_336,feat_64,0.9957736622808124
madelon,random_forest,15,feat_475,feat_241,0.9908628488481467
madelon,random_forest,15,feat_105,feat_128,0.9942708891412589
madelon,random_forest,15,feat_336,feat_64,0.9957736622808124
madelon,random_forest,15,feat_472,feat_442,0.9960574689283546
madelon,random_forest,15,feat_153,feat_281,0.9902121555839991
madelon,random_forest,15,feat_48,feat_378,0.9901859725361715
madelon,random_forest,20,feat_475,feat_241,0.9908628488481467
madelon,random_forest,20,feat_105,feat_128,0.9942708891412589
madelon,random_forest,20,feat_336,feat_64,0.9957736622808124
madelon,random_forest,20,feat_472,feat_442,0.9960574689283546
madelon,random_forest,20,feat_451,feat_28,0.9902140003236309
madelon,random_forest,20,feat_451,feat_318,0.9912317382418292
madelon,random_forest,20,feat_453,feat_493,0.9954816512263326
madelon,random_forest,20,feat_153,feat_281,0.9902121555839991
madelon,random_forest,20,feat_153,feat_433,0.9903218874104753
madelon,random_forest,20,feat_48,feat_378,0.9901859725361715
madelon,random_forest,20,feat_281,feat_433,0.9900385732187269
madelon,random_forest,20,feat_28,feat_318,0.9912635248429116
madelon,random_forest,22,feat_475,feat_241,0.9908628488481467
madelon,random_forest,22,feat_105,feat_128,0.9942708891412589
madelon,random_forest,22,feat_336,feat_64,0.9957736622808124
madelon,random_forest,22,feat_472,feat_442,0.9960574689283546
madelon,random_forest,22,feat_451,feat_28,0.9902140003236309
madelon,random_forest,22,feat_451,feat_318,0.9912317382418292
madelon,random_forest,22,feat_453,feat_493,0.9954816512263326
madelon,random_forest,22,feat_153,feat_281,0.9902121555839991
madelon,random_forest,22,feat_153,feat_433,0.9903218874104753
madelon,random_forest,22,feat_48,feat_378,0.9901859725361715
madelon,random_forest,22,feat_281,feat_433,0.9900385732187269
madelon,random_forest,22,feat_28,feat_318,0.9912635248429116
madelon,random_forest,30,feat_475,feat_241,0.9908628488481467
madelon,random_forest,30,feat_105,feat_128,0.9942708891412589
madelon,random_forest,30,feat_336,feat_64,0.9957736622808124
madelon,random_forest,30,feat_472,feat_442,0.9960574689283546
madelon,random_forest,30,feat_451,feat_28,0.9902140003236309
madelon,random_forest,30,feat_451,feat_318,0.9912317382418292
madelon,random_forest,30,feat_453,feat_493,0.9954816512263326
madelon,random_forest,30,feat_153,feat_281,0.9902121555839991
madelon,random_forest,30,feat_153,feat_433,0.9903218874104753
madelon,random_forest,30,feat_48,feat_378,0.9901859725361715
madelon,random_forest,30,feat_281,feat_433,0.9900385732187269
madelon,random_forest,30,feat_28,feat_318,0.9912635248429116
madelon,random_forest,50,feat_475,feat_241,0.9908628488481467
madelon,random_forest,50,feat_105,feat_128,0.9942708891412589
madelon,random_forest,50,feat_336,feat_64,0.9957736622808124
madelon,random_forest,50,feat_472,feat_442,0.9960574689283546
madelon,random_forest,50,feat_451,feat_28,0.9902140003236309
madelon,random_forest,50,feat_451,feat_318,0.9912317382418292
madelon,random_forest,50,feat_453,feat_493,0.9954816512263326
