dataset,method,family,seed,k,feature,rank,score,selected,elapsed_seconds,sample_size,status,feature_key,feature_original,source_columns,source,has_previous_evidence
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,texture_mean,17,95.96506041766408,True,0.0004572588950395584,397,ok,texture,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,texture_mean,17,95.96506041766408,True,0.0004572588950395584,397,ok,texture,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,5,perimeter_mean,5,441.6704212649501,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,perimeter_mean,5,441.6704212649501,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,perimeter_mean,5,441.6704212649501,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,perimeter_mean,5,441.6704212649501,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,perimeter_mean,5,441.6704212649501,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,area_mean,8,356.219628488886,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,area_mean,8,356.219628488886,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,area_mean,8,356.219628488886,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,area_mean,8,356.219628488886,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,smoothness_mean,21,46.51189825905186,True,0.0004572588950395584,397,ok,smoothness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,compactness_mean,11,180.02510390006594,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,compactness_mean,11,180.02510390006594,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,compactness_mean,11,180.02510390006594,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,concavity_mean,9,301.0634935595095,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,concavity_mean,9,301.0634935595095,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,concavity_mean,9,301.0634935595095,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concavity_mean,9,301.0634935595095,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,5,concave_points_mean,4,538.3434867993371,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,concave_points_mean,4,538.3434867993371,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,concave_points_mean,4,538.3434867993371,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,concave_points_mean,4,538.3434867993371,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concave_points_mean,4,538.3434867993371,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,symmetry_mean,22,34.72203153743053,True,0.0004572588950395584,397,ok,symmetry,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,fractal_dimension_mean,28,1.588091228391233,True,0.0004572588950395584,397,ok,fractal,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,radius_se,13,157.82057282814193,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,radius_se,13,157.82057282814193,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,radius_se,13,157.82057282814193,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,texture_se,29,0.2565396181287796,True,0.0004572588950395584,397,ok,texture,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,perimeter_se,14,140.81112297297443,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,perimeter_se,14,140.81112297297443,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,perimeter_se,14,140.81112297297443,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,area_se,15,136.78467700480746,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,area_se,15,136.78467700480746,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,area_se,15,136.78467700480746,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,smoothness_se,26,5.437444433764565,True,0.0004572588950395584,397,ok,smoothness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,compactness_se,24,24.3238256990759,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concavity_se,25,13.939361949124969,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,concave_points_se,20,52.54605332004144,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concave_points_se,20,52.54605332004144,True,0.0004572588950395584,397,ok,concave,,,,False
