dataset,variable,score_raw,score_processed,delta_abs,spearman_raw,spearman_processed,delta_spearman_abs,mutual_info_raw,mutual_info_processed,delta_mi_abs,ranking_raw,ranking_processed,delta_ranking
madelon,feat_120,0.019693642151890362,0.019693642151890362,0.0,0.039387284303780724,0.039387284303780724,0.0,0.0,0.0,0.0,89,89,0
madelon,feat_121,0.015519337759429309,0.015519337759429309,0.0,0.031038675518858617,0.031038675518858617,0.0,0.0,0.0,0.0,143,143,0
madelon,feat_122,0.010084328419845235,0.010084328419845235,0.0,0.013014281736962152,0.013014281736962152,0.0,0.0071543751027283164,0.0071543751027283164,0.0,265,265,0
madelon,feat_123,0.013949825325475545,0.013949825325475545,0.0,0.011969746205704311,0.011969746205704311,0.0,0.01592990444524678,0.01592990444524678,0.0,176,176,0
madelon,feat_124,0.005969988065541234,0.005969988065541234,0.0,0.008733078733397818,0.008733078733397818,0.0,0.0032068973976846493,0.0032068973976846493,0.0,376,376,0
madelon,feat_125,0.012206280855518902,0.012206280855518902,0.0,0.024412561711037804,0.024412561711037804,0.0,0.0,0.0,0.0,212,212,0
madelon,feat_126,0.007716851087746091,0.007716851087746091,0.0,0.015433702175492182,0.015433702175492182,0.0,0.0,0.0,0.0,340,340,0
madelon,feat_127,0.022910916143805547,0.022910916143805547,0.0,0.03706736422229,0.03706736422229,0.0,0.008754468065321097,0.008754468065321097,0.0,59,59,0
madelon,feat_128,0.0743989944115749,0.0743989944115749,0.0,0.13421735434974905,0.13421735434974905,0.0,0.014580634473400744,0.014580634473400744,0.0,7,7,0
madelon,feat_129,0.017574831856174082,0.017574831856174082,0.0,0.022449114563078174,0.022449114563078174,0.0,0.01270054914926999,0.01270054914926999,0.0,115,115,0
madelon,feat_13,0.011608865715695698,0.011608865715695698,0.0,0.012666887264101933,0.012666887264101933,0.0,0.010550844167289464,0.010550844167289464,0.0,229,229,0
madelon,feat_130,0.017801085748787346,0.017801085748787346,0.0,0.03560217149757469,0.03560217149757469,0.0,0.0,0.0,0.0,111,111,0
madelon,feat_131,0.009682570192011207,0.009682570192011207,0.0,0.012259165389098369,0.012259165389098369,0.0,0.007105974994924047,0.007105974994924047,0.0,275,275,0
madelon,feat_132,0.006361632020448998,0.006361632020448998,0.0,0.012723264040897997,0.012723264040897997,0.0,0.0,0.0,0.0,366,366,0
madelon,feat_133,0.0025403697647970974,0.0025403697647970974,0.0,0.0007929959979093768,0.0007929959979093768,0.0,0.004287743531684818,0.004287743531684818,0.0,450,450,0
madelon,feat_134,0.010974315138447882,0.010974315138447882,0.0,0.021948630276895763,0.021948630276895763,0.0,0.0,0.0,0.0,248,248,0
madelon,feat_135,0.004242990276837152,0.004242990276837152,0.0,0.004083441319326224,0.004083441319326224,0.0,0.00440253923434808,0.00440253923434808,0.0,417,417,0
madelon,feat_136,0.026947229758082673,0.026947229758082673,0.0,0.053894459516165345,0.053894459516165345,0.0,0.0,0.0,0.0,32,32,0
madelon,feat_137,0.02506429656937403,0.02506429656937403,0.0,0.05012859313874806,0.05012859313874806,0.0,0.0,0.0,0.0,43,43,0
