dataset,componente,varianza_explicada,varianza_acumulada,n_variables_pca,n_filas_pca
madelon,182,0.0022609926734524365,0.5878492434379816,500,2000
madelon,183,0.002254016056492567,0.5901032594944742,500,2000
madelon,184,0.0022426712231019908,0.5923459307175761,500,2000
madelon,185,0.002237544680218626,0.5945834753977948,500,2000
madelon,186,0.002233020185913504,0.5968164955837083,500,2000
madelon,187,0.002223265669054612,0.5990397612527629,500,2000
madelon,188,0.00221618395285549,0.6012559452056184,500,2000
madelon,189,0.0022069399283276723,0.6034628851339461,500,2000
madelon,190,0.002199521272430736,0.6056624064063768,500,2000
madelon,191,0.0021909055091891535,0.6078533119155659,500,2000
madelon,192,0.0021867450453469947,0.6100400569609129,500,2000
madelon,193,0.0021813815473219816,0.6122214385082348,500,2000
madelon,194,0.002175564430757388,0.6143970029389922,500,2000
madelon,195,0.0021704579291738487,0.616567460868166,500,2000
madelon,196,0.002161677439825612,0.6187291383079917,500,2000
madelon,197,0.002157544148002848,0.6208866824559945,500,2000
madelon,198,0.002150826324040693,0.6230375087800353,500,2000
madelon,199,0.0021452273944000994,0.6251827361744354,500,2000
madelon,200,0.0021290011932986767,0.6273117373677342,500,2000
madelon,201,0.002127672450270196,0.6294394098180044,500,2000
madelon,202,0.002122962064625604,0.63156237188263,500,2000
madelon,203,0.002111665341956613,0.6336740372245866,500,2000
madelon,204,0.002105837733078992,0.6357798749576656,500,2000
madelon,205,0.00209535431653097,0.6378752292741966,500,2000
madelon,206,0.0020912004836118685,0.6399664297578085,500,2000
madelon,207,0.002086069518611287,0.6420524992764197,500,2000
madelon,208,0.0020834295578895314,0.6441359288343093,500,2000
madelon,209,0.0020744542866656716,0.6462103831209749,500,2000
madelon,210,0.0020655880963220043,0.6482759712172969,500,2000
madelon,211,0.0020645613892004895,0.6503405326064974,500,2000
madelon,212,0.002056961162857227,0.6523974937693546,500,2000
madelon,213,0.0020539112811066083,0.6544514050504613,500,2000
madelon,214,0.0020480539365749784,0.6564994589870363,500,2000
madelon,215,0.0020302577669889608,0.6585297167540253,500,2000
madelon,216,0.002026396793042454,0.6605561135470678,500,2000
madelon,217,0.0020167637196678184,0.6625728772667356,500,2000
madelon,218,0.0020136182181325376,0.6645864954848681,500,2000
madelon,219,0.002011861850280353,0.6665983573351485,500,2000
madelon,220,0.0020097367415917635,0.6686080940767403,500,2000
madelon,221,0.001996965754307021,0.6706050598310472,500,2000
madelon,222,0.0019858591471130127,0.6725909189781603,500,2000
madelon,223,0.0019848798922624707,0.6745757988704227,500,2000
madelon,224,0.0019815649167633158,0.676557363787186,500,2000
madelon,225,0.0019597393768326452,0.6785171031640187,500,2000
madelon,226,0.0019576386166184536,0.6804747417806372,500,2000
madelon,227,0.0019474584079804838,0.6824222001886177,500,2000
madelon,228,0.0019417670627030238,0.6843639672513206,500,2000
madelon,229,0.0019364054021804233,0.6863003726535011,500,2000
madelon,230,0.0019327513535999374,0.688233124007101,500,2000
madelon,231,0.0019205644782460316,0.6901536884853471,500,2000
madelon,232,0.0019190555528228518,0.69207274403817,500,2000
madelon,233,0.0019118116616874017,0.6939845556998574,500,2000
madelon,234,0.0019057152777406177,0.695890270977598,500,2000
madelon,235,0.0019009403885999017,0.6977912113661979,500,2000
madelon,236,0.0018959756218937713,0.6996871869880917,500,2000
madelon,237,0.0018878137794924423,0.7015750007675842,500,2000
madelon,238,0.0018835318002833525,0.7034585325678675,500,2000
madelon,239,0.0018719367945755452,0.705330469362443,500,2000
madelon,240,0.001865331810156117,0.7071958011725992,500,2000
madelon,241,0.0018595900586603617,0.7090553912312595,500,2000
madelon,242,0.0018575970172688848,0.7109129882485283,500,2000
madelon,243,0.0018500871292973886,0.7127630753778257,500,2000
madelon,244,0.001844997288822688,0.7146080726666484,500,2000
madelon,245,0.0018367451550892694,0.7164448178217376,500,2000
madelon,246,0.0018284672072589594,0.7182732850289966,500,2000
madelon,247,0.0018253430113950178,0.7200986280403916,500,2000
madelon,248,0.0018161263128866397,0.7219147543532782,500,2000
madelon,249,0.0018111827847373313,0.7237259371380156,500,2000
madelon,250,0.0018084903525766658,0.7255344274905923,500,2000
madelon,251,0.0018053619315612616,0.7273397894221535,500,2000
madelon,252,0.001798084926604604,0.7291378743487581,500,2000
madelon,253,0.001791963316839424,0.7309298376655975,500,2000
madelon,254,0.0017901873191026505,0.7327200249847001,500,2000
madelon,255,0.0017776020804224381,0.7344976270651226,500,2000
madelon,256,0.0017685282638244865,0.736266155328947,500,2000
madelon,257,0.001765522655881473,0.7380316779848285,500,2000
madelon,258,0.0017622264980297168,0.7397939044828582,500,2000
madelon,259,0.0017502120187257904,0.741544116501584,500,2000
madelon,260,0.0017477670038305723,0.7432918835054146,500,2000
madelon,261,0.0017413573216514475,0.7450332408270661,500,2000
madelon,262,0.0017362096691815735,0.7467694504962477,500,2000
madelon,263,0.0017295543177711407,0.7484990048140188,500,2000
madelon,264,0.0017275739902472402,0.750226578804266,500,2000
madelon,265,0.0017180175141224613,0.7519445963183885,500,2000
madelon,266,0.0017163556229148117,0.7536609519413033,500,2000
madelon,267,0.0017122625826166244,0.7553732145239199,500,2000
madelon,268,0.0017003110829839439,0.7570735256069039,500,2000
madelon,269,0.0016911571844054024,0.7587646827913093,500,2000
madelon,270,0.0016870786448378065,0.7604517614361471,500,2000
madelon,271,0.0016845422853570774,0.7621363037215042,500,2000
madelon,272,0.0016825253553216983,0.7638188290768259,500,2000
madelon,273,0.0016705234017688768,0.7654893524785947,500,2000
madelon,274,0.0016674708188778745,0.7671568232974726,500,2000
madelon,275,0.0016603037586795523,0.7688171270561521,500,2000
madelon,276,0.0016521404749713935,0.7704692675311235,500,2000
madelon,277,0.0016472171185841415,0.7721164846497077,500,2000
madelon,278,0.0016454329127035786,0.7737619175624113,500,2000
madelon,279,0.0016404935588381427,0.7754024111212494,500,2000
madelon,280,0.0016327614616510942,0.7770351725829006,500,2000
madelon,281,0.0016243792314094673,0.77865955181431,500,2000
madelon,282,0.0016212126576792278,0.7802807644719892,500,2000
madelon,283,0.0016164430120453811,0.7818972074840346,500,2000
madelon,284,0.001608617093825314,0.7835058245778599,500,2000
madelon,285,0.0016006464033029284,0.7851064709811628,500,2000
madelon,286,0.0015944104941669887,0.7867008814753298,500,2000
madelon,287,0.0015893824122425947,0.7882902638875724,500,2000
madelon,288,0.0015851073591616471,0.789875371246734,500,2000
madelon,289,0.0015810024753412269,0.7914563737220752,500,2000
madelon,290,0.0015769466724922271,0.7930333203945674,500,2000
madelon,291,0.0015722142211451646,0.7946055346157126,500,2000
madelon,292,0.0015680771098394615,0.796173611725552,500,2000
madelon,293,0.001561341537474276,0.7977349532630262,500,2000
madelon,294,0.0015583907430099144,0.7992933440060361,500,2000
madelon,295,0.001545836336274793,0.8008391803423109,500,2000
madelon,296,0.0015431740403943268,0.8023823543827052,500,2000
madelon,297,0.0015408886482432991,0.8039232430309485,500,2000
madelon,298,0.0015324387334933916,0.8054556817644419,500,2000
madelon,299,0.0015259924486559645,0.8069816742130979,500,2000
madelon,300,0.001518685167887199,0.8085003593809851,500,2000
madelon,301,0.001509403762910438,0.8100097631438955,500,2000
madelon,302,0.0015063146151563782,0.8115160777590519,500,2000
madelon,303,0.0015008403384150315,0.8130169180974669,500,2000
madelon,304,0.001495484921180379,0.8145124030186472,500,2000
madelon,305,0.0014889418243986643,0.8160013448430459,500,2000
madelon,306,0.001483794955696764,0.8174851397987426,500,2000
madelon,307,0.001483094772436702,0.8189682345711793,500,2000
madelon,308,0.0014765428882249367,0.8204447774594043,500,2000
madelon,309,0.0014698046540614288,0.8219145821134657,500,2000
madelon,310,0.001462994592981347,0.8233775767064471,500,2000
madelon,311,0.0014553555376429937,0.82483293224409,500,2000
madelon,312,0.0014493467206061052,0.8262822789646962,500,2000
madelon,313,0.0014447812681129043,0.8277270602328091,500,2000
madelon,314,0.00144286962639278,0.8291699298592018,500,2000
madelon,315,0.0014385117068540841,0.8306084415660558,500,2000
madelon,316,0.0014358182826848939,0.8320442598487408,500,2000
madelon,317,0.0014236923916947381,0.8334679522404355,500,2000
madelon,318,0.001422761024491409,0.8348907132649269,500,2000
madelon,319,0.0014187002790189954,0.836309413543946,500,2000
madelon,320,0.0014102734106989797,0.8377196869546449,500,2000
madelon,321,0.0014062475699497853,0.8391259345245947,500,2000
madelon,322,0.0014027122288021742,0.8405286467533969,500,2000
madelon,323,0.0013911606070144144,0.8419198073604113,500,2000
madelon,324,0.0013866736662999106,0.8433064810267112,500,2000
madelon,325,0.0013784425957184894,0.8446849236224298,500,2000
madelon,326,0.0013777115484345196,0.8460626351708642,500,2000
madelon,327,0.001372755934743608,0.8474353911056078,500,2000
madelon,328,0.0013705227008754546,0.8488059138064833,500,2000
madelon,329,0.001359919688118755,0.8501658334946021,500,2000
madelon,330,0.001358224287025412,0.8515240577816274,500,2000
madelon,331,0.0013536082840759525,0.8528776660657034,500,2000
madelon,332,0.001345086846953608,0.8542227529126569,500,2000
madelon,333,0.0013427778631353005,0.8555655307757922,500,2000
madelon,334,0.0013320592553263725,0.8568975900311186,500,2000
madelon,335,0.0013271278189845286,0.8582247178501031,500,2000
madelon,336,0.0013223729102586372,0.8595470907603617,500,2000
madelon,337,0.0013188791808227216,0.8608659699411845,500,2000
madelon,338,0.0013126866858214638,0.862178656627006,500,2000
madelon,339,0.0013088818818213807,0.8634875385088274,500,2000
madelon,340,0.0012992266984710845,0.8647867652072985,500,2000
madelon,341,0.0012925636526864555,0.866079328859985,500,2000
madelon,342,0.0012880262547215109,0.8673673551147064,500,2000
madelon,343,0.0012824625350580363,0.8686498176497645,500,2000
madelon,344,0.0012782590812587047,0.8699280767310231,500,2000
madelon,345,0.0012747860082216792,0.8712028627392449,500,2000
madelon,346,0.0012703845794437268,0.8724732473186886,500,2000
madelon,347,0.0012674479571126607,0.8737406952758012,500,2000
madelon,348,0.0012602832756646537,0.8750009785514659,500,2000
madelon,349,0.0012567852708998545,0.8762577638223658,500,2000
madelon,350,0.001251195338406236,0.877508959160772,500,2000
madelon,351,0.0012453728175434308,0.8787543319783154,500,2000
madelon,352,0.0012417746225685318,0.879996106600884,500,2000
madelon,353,0.001233091701223546,0.8812291983021076,500,2000
madelon,354,0.0012279736634669602,0.8824571719655745,500,2000
madelon,355,0.001222647683179141,0.8836798196487536,500,2000
madelon,356,0.001218218522181296,0.8848980381709349,500,2000
madelon,357,0.0012151142565569786,0.8861131524274919,500,2000
madelon,358,0.001208143132136928,0.8873212955596288,500,2000
madelon,359,0.0012022964748030825,0.8885235920344319,500,2000
madelon,360,0.0012017518739795656,0.8897253439084114,500,2000
madelon,361,0.0011919897202611427,0.8909173336286725,500,2000
madelon,362,0.0011880420135674582,0.89210537564224,500,2000
madelon,363,0.0011831998675664941,0.8932885755098066,500,2000
madelon,364,0.0011805743339446486,0.8944691498437513,500,2000
madelon,365,0.0011714912681857002,0.895640641111937,500,2000
madelon,366,0.0011676037016464043,0.8968082448135833,500,2000
madelon,367,0.0011576580876799271,0.8979659029012633,500,2000
madelon,368,0.001156265279956212,0.8991221681812195,500,2000
madelon,369,0.0011496138714370975,0.9002717820526566,500,2000
madelon,370,0.0011486302795415534,0.9014204123321982,500,2000
madelon,371,0.0011372320138596157,0.9025576443460578,500,2000
madelon,372,0.0011336442613166804,0.9036912886073745,500,2000
madelon,373,0.0011312295436508514,0.9048225181510253,500,2000
madelon,374,0.001124121570439862,0.9059466397214652,500,2000
madelon,375,0.0011220409388716839,0.9070686806603369,500,2000
madelon,376,0.0011184118554782246,0.9081870925158151,500,2000
madelon,377,0.0011112987229783483,0.9092983912387934,500,2000
madelon,378,0.0011055920905787956,0.9104039833293722,500,2000
madelon,379,0.0011023855453260348,0.9115063688746983,500,2000
madelon,380,0.001097186295164166,0.9126035551698625,500,2000
madelon,381,0.0010900658138180742,0.9136936209836806,500,2000
madelon,382,0.0010860564117621976,0.9147796773954427,500,2000
madelon,383,0.0010793629018872417,0.91585904029733,500,2000
madelon,384,0.0010766400783143724,0.9169356803756443,500,2000
madelon,385,0.0010722853611305249,0.9180079657367749,500,2000
madelon,386,0.001066136040154203,0.919074101776929,500,2000
madelon,387,0.001060301353459727,0.9201344031303887,500,2000
madelon,388,0.001058532919497987,0.9211929360498867,500,2000
madelon,389,0.0010551306355023862,0.9222480666853891,500,2000
madelon,390,0.0010454321188733638,0.9232934988042624,500,2000
madelon,391,0.0010352229677964902,0.9243287217720588,500,2000
madelon,392,0.0010335345292601522,0.925362256301319,500,2000
madelon,393,0.0010289570355930847,0.9263912133369121,500,2000
madelon,394,0.0010265396477624508,0.9274177529846745,500,2000
madelon,395,0.0010203815068594337,0.928438134491534,500,2000
madelon,396,0.0010161847843559114,0.92945431927589,500,2000
madelon,397,0.0010095771684061098,0.9304638964442961,500,2000
madelon,398,0.001003963398908773,0.9314678598432048,500,2000
madelon,399,0.0010010884346189966,0.9324689482778238,500,2000
madelon,400,0.0009978219604098192,0.9334667702382337,500,2000
madelon,401,0.0009918449160153647,0.934458615154249,500,2000
madelon,402,0.0009884260614873735,0.9354470412157364,500,2000
madelon,403,0.0009858355392515963,0.936432876754988,500,2000
madelon,404,0.0009832498651682073,0.9374161266201562,500,2000
madelon,405,0.0009752565949345056,0.9383913832150906,500,2000
madelon,406,0.0009729259656763749,0.939364309180767,500,2000
madelon,407,0.0009717908962738124,0.9403361000770408,500,2000
madelon,408,0.0009643639204973176,0.9413004639975382,500,2000
madelon,409,0.0009593265333432506,0.9422597905308815,500,2000
madelon,410,0.0009531621109917584,0.9432129526418732,500,2000
madelon,411,0.0009485188527213029,0.9441614714945945,500,2000
madelon,412,0.0009475357938041499,0.9451090072883986,500,2000
madelon,413,0.0009417931371821317,0.9460508004255808,500,2000
madelon,414,0.0009359670454729704,0.9469867674710537,500,2000
madelon,415,0.0009321219974273925,0.9479188894684811,500,2000
madelon,416,0.0009297075873389397,0.94884859705582,500,2000
madelon,417,0.0009152809370302719,0.9497638779928503,500,2000
madelon,418,0.0009087323110246141,0.950672610303875,500,2000
madelon,419,0.00090517556005277,0.9515777858639277,500,2000
madelon,420,0.0009019985551144228,0.9524797844190421,500,2000
madelon,421,0.0008959323946046869,0.9533757168136469,500,2000
