dataset,method,k,full_mean_abs_corr,selected_mean_abs_corr,full_max_abs_corr,selected_max_abs_corr,full_high_corr_pairs,selected_high_corr_pairs,n_selected_features
olive_oil_3class,mrmr_approx,8,0.3302233636785095,0.3302233636785094,0.8689769696733038,0.8689769696733038,1,1,8
olive_oil_3class,mutual_info,3,0.3302233636785095,0.5785527438905476,0.8689769696733038,0.8689769696733038,1,1,3
olive_oil_3class,mutual_info,5,0.3302233636785095,0.5145045643311249,0.8689769696733038,0.8689769696733038,1,1,5
olive_oil_3class,mutual_info,8,0.3302233636785095,0.3302233636785094,0.8689769696733038,0.8689769696733038,1,1,8
olive_oil_3class,random_forest,3,0.3302233636785095,0.4758701130942667,0.8689769696733038,0.8442714929733717,1,0,3
olive_oil_3class,random_forest,5,0.3302233636785095,0.5986367651165782,0.8689769696733038,0.8689769696733038,1,1,5
olive_oil_3class,random_forest,8,0.3302233636785095,0.3302233636785094,0.8689769696733038,0.8689769696733038,1,1,8
olive_oil_3class,variance,3,0.3302233636785095,0.21407251603285538,0.8689769696733038,0.417395972237294,1,0,3
olive_oil_3class,variance,5,0.3302233636785095,0.348165849260178,0.8689769696733038,0.8689769696733038,1,1,5
olive_oil_3class,variance,8,0.3302233636785095,0.3302233636785095,0.8689769696733038,0.8689769696733038,1,1,8
olive_oil_9class,f_classif,3,0.3216133312384922,0.46471712503295154,0.8692085302174264,0.8360342362616283,1,0,3
olive_oil_9class,f_classif,5,0.3216133312384922,0.593870301734847,0.8692085302174264,0.8692085302174264,1,1,5
olive_oil_9class,f_classif,8,0.3216133312384922,0.321613331238492,0.8692085302174264,0.8692085302174264,1,1,8
olive_oil_9class,l1_logistic,3,0.3216133312384922,0.1121266365055501,0.8692085302174264,0.1323369117064097,1,0,3
olive_oil_9class,l1_logistic,5,0.3216133312384922,0.20756113628183664,0.8692085302174264,0.6350516827596367,1,0,5
olive_oil_9class,l1_logistic,8,0.3216133312384922,0.321613331238492,0.8692085302174264,0.8692085302174264,1,1,8
olive_oil_9class,linear_svm,3,0.3216133312384922,0.16173299639392172,0.8692085302174264,0.2316963450601195,1,0,3
olive_oil_9class,linear_svm,5,0.3216133312384922,0.19963098103317914,0.8692085302174264,0.5320790819723688,1,0,5
olive_oil_9class,linear_svm,8,0.3216133312384922,0.32161333123849206,0.8692085302174264,0.8692085302174264,1,1,8
