experiment_id,dataset,feature_set,model_name,feature,mean_abs_shap,rank,n_validation_explained,n_validation_available,raw_values_path,feature_values_path,shap_value_shape,output_labels
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_10,0.05696873864377851,37,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_140,0.05591729035342386,38,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_309,0.055358592102988026,39,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_472,0.05495884339617529,40,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_365,0.053807535227225194,41,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_60,0.052805870447055606,42,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_478,0.05162328299278353,43,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_132,0.05146644269150953,44,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_358,0.05103959367862796,45,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_438,0.050983575254610836,46,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_384,0.05015252187862253,47,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_430,0.049844089526882934,48,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_343,0.04871396128396833,49,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_433,0.048418732059626726,50,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_372,0.048010026537847215,51,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_33,0.04787742382955038,52,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_298,0.04716440933682024,53,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_149,0.04603852942894449,54,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_224,0.045802043285550736,55,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_383,0.045645661766557405,56,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_417,0.045266278912883734,57,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_323,0.04526625691118343,58,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_126,0.044518872560838155,59,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_443,0.043362512748958165,60,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_348,0.042925854524857525,61,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_57,0.04268021736982822,62,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_259,0.04253335714478746,63,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_218,0.04190500227280038,64,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_260,0.04122634574513455,65,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_116,0.041110004218335,66,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_201,0.04042180786432777,67,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_393,0.040194747898642316,68,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_64,0.03912113918877878,69,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_448,0.0390499663993018,70,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_446,0.0388622983201737,71,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_491,0.038768995499855394,72,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_87,0.038375697274707875,73,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_286,0.03819503848041058,74,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_322,0.037460138448125964,75,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_211,0.037312854161066965,76,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_34,0.03720440405752937,77,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_204,0.03655773110217996,78,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_156,0.036156033669790005,79,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_136,0.036004300844977855,80,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_193,0.035065489463219045,81,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_334,0.03469287737434496,82,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_251,0.034377701598122534,83,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_85,0.034219487363455106,84,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_191,0.03416382118229911,85,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_54,0.034084642765048204,86,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_306,0.034006540606260155,87,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_66,0.03399578768679639,88,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_414,0.033893359368684456,89,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_46,0.03353685563134348,90,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_71,0.033440262818486846,91,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_317,0.032822955769905814,92,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_411,0.03262067123901988,93,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_16,0.03259780785421416,94,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_117,0.03241835286160254,95,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_159,0.032185978625572174,96,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_377,0.03181965923414003,97,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_232,0.031490715985923706,98,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_196,0.03148360250283733,99,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_250,0.031302324964428155,100,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_158,0.031104420784758034,101,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_441,0.03097584528266644,102,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_313,0.030814567054247406,103,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_21,0.030193473710142988,104,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_431,0.030155601981928366,105,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_165,0.029835267078886184,106,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_403,0.029797014975371225,107,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_304,0.029667181859691236,108,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_386,0.02947653962379552,109,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_295,0.029268625526084613,110,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_53,0.029127669533452718,111,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_216,0.029002010192026504,112,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_330,0.028468631987664667,113,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_347,0.027634927741715613,114,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_497,0.027409660557849574,115,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_175,0.027375426217832153,116,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_268,0.027252109792886763,117,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_168,0.026938569445286956,118,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_4,0.02672592737357092,119,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_142,0.02623350282517107,120,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_11,0.026153672733576987,121,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_73,0.026147406104658155,122,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_294,0.025876140432996908,123,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_24,0.02570247685432357,124,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_59,0.025661030451561467,125,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_489,0.025569750745350516,126,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_278,0.025544441236039484,127,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_499,0.025529674328644367,128,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_19,0.025438752413839884,129,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_341,0.025300171271451587,130,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_349,0.02517727756387806,131,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_36,0.025067943737923638,132,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_65,0.02495716161852956,133,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_139,0.024912176170621636,134,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_104,0.024673753413723885,135,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_486,0.024543047718913295,136,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_243,0.023991793575176668,137,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_361,0.02377201509904915,138,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_5,0.023422617936373468,139,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_114,0.02340429813211861,140,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_467,0.023292097951079865,141,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_406,0.023125509072021423,142,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_234,0.023074030325154316,143,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_297,0.023006733359865993,144,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
