experiment_id,dataset,feature_set,model_name,feature,mean_abs_shap,rank,n_validation_explained,n_validation_available,raw_values_path,feature_values_path,shap_value_shape,output_labels
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_112,0.014668507275687685,223,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_6,0.014590699155950763,224,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_212,0.014503965680250742,225,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_389,0.014422219121832548,226,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_194,0.014164978262060321,227,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_109,0.014140363619849087,228,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_192,0.014138757888949473,229,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_170,0.014063557959138414,230,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_261,0.01402639276760552,231,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_381,0.013985544876787269,232,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_62,0.013802731115687245,233,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_172,0.013799601644642332,234,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_284,0.013789768671818704,235,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_291,0.013557817334984422,236,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_25,0.013393819356659285,237,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_498,0.013326525696370894,238,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_346,0.013321979011440029,239,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_409,0.013282887008312774,240,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_455,0.013223650633695074,241,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_12,0.013196335947661038,242,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_121,0.013112215952582969,243,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_13,0.013052371536843329,244,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_88,0.012945892339712013,245,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_253,0.012876792556707135,246,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_290,0.01286258901134715,247,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_118,0.01272062977027768,248,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_437,0.012698969298401296,249,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_408,0.012655377344775481,250,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_129,0.012625144758175881,251,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_83,0.012616885616011379,252,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_299,0.012594454415584908,253,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_287,0.01258423642785444,254,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_76,0.012452234635160616,255,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_91,0.012402283631787093,256,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_120,0.012358381011199284,257,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_235,0.012353409033024218,258,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_450,0.012326762600293546,259,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_263,0.01213930582958856,260,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_337,0.012026654334622435,261,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_435,0.012018583685596248,262,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_492,0.011956125786935444,263,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_82,0.011948464566934864,264,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_454,0.011934425566372614,265,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_164,0.011912533779791555,266,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_425,0.011834265085061399,267,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_197,0.011829249740915836,268,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_103,0.01182593780776176,269,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_56,0.011824393851934784,270,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_147,0.011791237250472958,271,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_182,0.011778151604529311,272,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_15,0.011742493045031251,273,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_108,0.011652312301211831,274,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_145,0.011645268151757766,275,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_180,0.011621926953369983,276,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_428,0.011612550784841481,277,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_380,0.011580098328553143,278,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_209,0.011567500196529247,279,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_326,0.011521572667926859,280,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_9,0.01149896575278447,281,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_229,0.01138248518800829,282,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_246,0.011356816585131067,283,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_385,0.011274846640842344,284,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_477,0.011255873504013275,285,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_122,0.011196514692545559,286,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_418,0.011167829642900818,287,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_144,0.011151386306242782,288,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_169,0.011135276691068419,289,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_327,0.011110531316914906,290,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_471,0.011012825662277943,291,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_63,0.010976601583386451,292,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_370,0.010961406862345757,293,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_271,0.010889501585326311,294,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_388,0.010774021870320814,295,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_236,0.010723925703890075,296,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_391,0.010707375308987703,297,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_407,0.010705722544544062,298,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_97,0.01059500471814924,299,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_141,0.010577817636398451,300,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_245,0.010575211374306434,301,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_398,0.010561518849750675,302,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_95,0.010494509687138874,303,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_444,0.010475868294733426,304,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_311,0.010438902152319983,305,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_135,0.010411345138225205,306,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_293,0.010400946810018886,307,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_43,0.010376995896968087,308,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_266,0.010370429259329107,309,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_3,0.010083268225476295,310,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_130,0.010044789684263129,311,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_107,0.010003181937468861,312,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_275,0.009942738468774283,313,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_67,0.00987601863983631,314,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_494,0.009850701313130176,315,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_485,0.00978219320087228,316,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_86,0.009737430777629695,317,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_356,0.009714211025725433,318,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_127,0.009654859045792065,319,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_131,0.00957732093831291,320,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_157,0.009402817426311477,321,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_92,0.009271095472224988,322,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_179,0.009238905086857265,323,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_459,0.00918329580499946,324,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_58,0.009181899860543978,325,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_29,0.009167547500455599,326,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_364,0.00910632933052256,327,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_339,0.009051984770413642,328,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_439,0.008988892234497085,329,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
madelon__all_features__xgboost,madelon,all_features,xgboost,feat_376,0.008963005157420417,330,300,300,results/tables/06_modeling/modeling_shap_values_full_madelon__all_features__xgboost.csv,results/tables/06_modeling/modeling_shap_feature_values_madelon__all_features__xgboost.csv,300x500,
