row_position,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Female,gender_Male,subscription_type_Basic,subscription_type_Premium,subscription_type_Standard,contract_length_Annual,contract_length_Monthly,contract_length_Quarterly
19,-1.7111367627582512,-0.2590672388719395,0.39868354684265794,6.37628406801261,-0.41533075118204577,6.054783013135893,-0.0756085274083307,-0.35520332724205217,-0.05565881352405995,-0.02103528242732864,0.027154631078010426,0.01914929350838065,-0.006121548558585346,-0.8001152785681188,-0.015825825151987372
20,1.368188087210292,-0.2622869092930341,0.5843230409966782,6.558003635681234,-0.3343453551782295,-0.5809362806926948,0.8004097426967928,-1.0556564685562626,-0.305132603017264,-0.005068971971049905,-0.004263965609716251,0.0034226676728576423,0.011590044097974896,5.382126639769413,0.008873342445585877
21,2.7295951523730766,0.7659967345593032,-0.7555770574993221,3.4837867250537964,-0.8376080138050019,-1.237503692843602,-1.4983681381633505,0.5845879547088407,0.09943117823218926,-0.012565570728038438,0.0037035912461578844,-0.007058325773105025,0.016395856677554548,-1.3504712628852575,-0.01700763951987028
22,8.779109844425694,-0.7148910253215581,0.6966460129478946,-2.06215067574929,-0.7011998997326009,-1.3015515615278854,-0.43677883476775603,-0.4350351914903149,-0.08406805153703317,-0.027520226591732352,0.007167965674307197,-0.0020954196993261576,-0.004440695662051439,-1.162547844836954,0.010726394425146281
23,0.8461982038721908,-0.09085406754573341,-0.09822804672527127,-5.771043615245726,-1.0739305405132473,-1.819017811017111,-2.2684268494416027,0.8281242008903064,0.15030343778897076,-0.015887056560022757,-0.01125242249807343,0.0066980083286762235,0.015359861692413688,-1.6702437215996906,-0.02126240909099579
24,-1.8308080673555378,0.629463656572625,-0.6441675710881828,7.429179101560731,-0.5191271768859588,-0.6885071153727768,3.1159352435404433,2.043107076503802,0.4207851822068915,-0.00974108609429095,0.0023542104696389287,-0.004866077424958348,-0.008012262529227883,-0.8687066312995739,0.01770311517175287
25,-1.9095595547172706,-0.1476757554372307,-0.1492409797216533,-3.6293020297342444,-1.1293071171082556,-1.8163107674766799,-2.3408106223179495,0.8821072317415383,0.14210780723020433,-0.012495863043004646,-0.0074267316935583945,0.005104550435207784,0.015054827542044222,-1.7978777443105356,-0.019481866802088917
26,-2.4866099874989596,-0.5119412367150653,1.1826538770878687,6.883737226011581,-0.8135217414074577,-1.2430984775093383,-0.34168836328026375,-0.4546560479258187,-0.08049953375128098,-0.008726198872318491,0.004362325739348308,-0.0029134937468916176,0.02494614537805319,-1.2948058207682334,-0.017927188887260855
27,2.099619391936576,0.5272151280139223,-0.3924660739459796,2.1891596452740485,-0.2537426830735058,4.4128561152738985,-0.6904877943231259,0.3650866550632054,0.0634003545017913,0.0009180631881463341,0.006782864762935787,-0.03504326096735895,0.01477483128197491,4.860185013050214,0.012659578437451273
28,-1.4313246492506004,3.86653978109709,3.229479862251901,-1.478031072145677,-0.4613603673409671,-0.8575868720258586,-1.4042237644223496,0.6031029037028202,0.05449462326592766,-0.022814112655469218,0.007384073606226593,-0.002886668941937387,0.012424118961207568,8.34671711754985,0.01819041685666889
29,1.8524817739916033,-0.18779673846729567,-0.04413102882564999,4.933616763002792,-0.4024813634890597,-0.6499188002292067,0.802916012944188,-1.1600119228777475,-0.25940223479701674,-0.004372681797249243,-0.011285770474933088,0.004587756982073188,0.023865443146787582,6.136950001916848,0.016000015910249202
30,-0.6734505640901625,-0.853679601487238,1.0127017954736948,-5.24337001523003,-1.1362416094867513,-1.8967595735995564,-0.6140115384763339,-0.5977294437843375,-0.11664967814460397,-0.02472389031550847,-0.015448039213661105,0.0029168946668505667,-0.02767605791799724,-1.8182860667072236,0.015583834319841117
31,-0.25523975359508766,0.6614025293692248,0.7123879653960467,-2.9202931564446772,-0.520161827870179,8.490764830299886,-1.3907899612246546,0.6024075896217255,0.1058568050712347,-0.7268245865227072,0.058343551415018735,-0.13404087035916745,-0.012539451662451028,-0.9849964880850166,-0.02104237849358469
32,-1.828564880688209,-0.69959580421797,0.8456035152636469,-3.506527113772463,-1.0739216627459973,-1.816740578834433,-2.2784838467498774,0.8380105046031531,0.1480638290941715,-0.021701837577275,0.005295076830079779,-0.002459199451841414,-0.022646568357013164,-1.7446766674472018,0.017060945145785808
33,3.1390993553341833,-0.27434737837815193,0.32312546109897083,4.8329689672577665,4.675917227359023,-0.4345034462137846,-0.27754780336283147,-0.31348126570344903,-0.06455413209507242,-0.004423204996855929,0.0025995032011996953,-0.0007419908139854669,-0.0014029095927253366,-0.5108300518104807,0.006212760794442147
34,-1.7289923139638268,-0.8826496017392492,0.9692237544280943,-4.329364669396309,-1.1499115755548701,-1.9262235579738627,-0.6349666904058541,-0.6332647221884691,-0.10813171904999763,-0.03156959023559466,-0.0204326578672044,0.0030310970544815065,-0.03037042625946924,-1.8632896495936437,0.015063162453006953
35,5.646798571350518,0.6188098660350079,-0.5412807930388953,-0.8256379599071806,-0.3585569284949452,6.352597197293362,-0.9918688858614769,0.5061880918493261,0.05590697774547152,0.00712840828782646,-0.008460496948100627,0.028698778534308075,0.025379730178974567,-0.677464660210535,-0.007503877840936184
36,-2.480476340993773,-0.10350195411068853,-0.13451000980276148,-2.4407038673281205,-1.0406260801292957,-1.726069613386062,-2.085078320859466,0.81320537689724,0.11410068780882283,-0.001370680506224744,-0.008768469735514373,0.003213644353672862,-0.025682982043363153,-1.655255499095656,0.017204240383580326
37,-0.6678522456542123,-0.1881164087599609,-0.1762189019168727,-5.01237413759387,-1.103680804935284,-1.857173860129551,1.6028156168560963,-2.472840858264826,-0.5512669505528174,-0.012744977083639242,-0.010617175309453159,0.005572828869335353,0.014561199899762869,-1.7530377608817072,-0.021348189408890904
38,2.829397242200794,0.5915857477032114,-0.35095815391337964,-0.33001360969617966,3.2676964198308998,3.5465844660240693,-0.278547075628303,-0.2541059507470345,-0.045894898418337104,0.021140048557135742,-0.011746762027032674,0.0052975776651874185,0.008118655453436076,3.1661857294361107,0.010627182270400225
39,-0.6971698074624874,1.4031512408039999,-1.1635755055537447,-5.021010549013154,-1.1157728372199927,-1.8552896188833983,-0.5719308324187296,-0.5949307338072686,-0.07343868222786114,-0.03233989200904034,-0.012137605068273842,0.004110433715395629,-0.033469809545204045,-1.794662175811827,0.014384868701454253
40,-1.7425281254400034,1.3388709977152757,-1.189879751855042,-4.136092915619375,-1.125950994832674,-1.920121787811513,-0.5936259213881567,-0.6103110904287314,-0.07488772612065077,0.19441941471537574,0.00698595013236627,0.005444067609496415,0.021463384912349285,-1.8247783074295147,-0.017313459515571596
41,-0.6485855160176288,-0.7775539150135592,1.0069008235947694,-4.8680819258966945,-1.0731667761597783,-1.7663331887545064,1.613131400226557,-2.335851530539803,-0.5544512630207464,-0.015854289460694417,-0.013980267527513206,0.003886213917285204,-0.019415435018017888,-1.7019614636339246,0.01728203029604629
42,-2.688644492735621,0.021796695212833582,-0.2639299885078799,-3.4616684611653907,-1.1696434737322852,-1.8997015182697214,-2.444463598575676,0.89080425417691,0.12740777725935915,-0.049095207857899364,0.0039789575594477355,-0.005165935540571809,0.013882642555981874,-1.8176802944019437,-0.023273985339328646
43,-3.5945841505681164,1.4383745215414092,-0.7002564361691475,-1.7765556334154826,-1.0788460563356057,-1.7606567193742375,-0.4418740033905488,-0.5216502243833383,-0.04943246948765591,0.14538139396870975,0.005561833798419684,0.007224062392488122,-0.031779402687679974,-1.7237579967826604,0.014314136176835746
44,3.178053760960465,0.030115071686450393,-0.04848910451342817,4.879516730493633,4.838921626876108,-0.4513765403610887,-0.2532814274111297,-0.33194176085147775,-0.0535539668914862,0.0021486158890184014,-0.0028701137937605383,0.0037907052133232355,0.005086997665930539,-0.5141394460666925,-0.00395522850099951
45,0.28350469954311847,-0.046002294037025424,0.0014941752993036061,4.825408862314653,-0.3910752105806023,6.834793100438837,-0.14988761188578792,-0.3484324626607122,-0.05608609945513308,0.09016110849683173,0.029677361807553097,0.0014715332863852381,0.014547547679394484,-0.8139258154388517,-0.017794524212367834
46,0.9109226286713965,-0.30092074512009276,0.3202880731126061,2.205931132467813,5.241548343161121,-0.4101560868273373,-0.229609772656695,-0.31657738706213423,-0.06673487200401723,-0.008427390923025087,-0.009291362080257387,0.003421235280111432,0.016104971095919608,5.174484510293696,0.005539711902383715
47,-0.7030262799211777,-0.15533623525174334,-0.09622533503221348,-4.227462385094259,-1.0757215871615335,-1.7546850582939806,1.5026983622601255,-2.3170097467442976,-0.5530540537601337,-0.010090273673995398,-0.008528919774107635,0.005631419522687793,0.014561199899762869,-1.7242861859593541,-0.01824600071646273
48,-2.419715280420496,-0.17568647489824799,-0.18440771909197792,-2.3810049431899096,-1.023012994392775,-1.6801258384960238,-2.0412456068117173,0.7661853483971208,0.10354198229964823,0.12074684483231976,0.0067235432018060235,0.007287872284650803,-0.023056939742527902,-1.6319000710733236,0.01677545689512044
49,0.7790838909195736,-0.7765027473296504,0.7972308253700612,-5.779799531213939,-1.093460643342696,-1.868363728998229,-0.5772557082847924,-0.5516145410086029,-0.1083392073912546,-0.030617878908524288,-0.015519492540042847,0.0029168946668505667,-0.029322891570627688,-1.7213143845042214,0.015205090658273548
50,-4.220157846361399,1.5941637981199892,-0.17932053237163928,-1.1265891557466239,-1.0882714450499043,-1.804649210665375,-0.5545210623834282,-0.5905504074454074,-0.06005080540664494,-1.0545992208697135,-0.2721152552962303,0.09175337580032647,0.0210471409605816,-1.719700350041967,-0.017167168175801634
51,-1.6951544808049221,-0.026878225202090107,-0.07758322650450282,7.06076634690864,-0.4473993229866028,-0.6980011890886817,-0.22587478379311507,-0.41465757253055924,-0.058045593226561325,0.002687680821400136,-0.0026977498922497035,0.00436737765558064,0.019329521893523632,6.502920923591591,0.008292238756548614
52,2.0713211638107896,0.536144916836347,-0.030716348327696322,0.7400048285449157,5.2161303179012615,4.69362189797539,-0.9041249785467517,0.4171009816753212,0.10774925461853854,-0.5389968725995277,0.046427382591646166,-0.15883829920552672,0.01160720168147236,-0.5538975167507306,-0.004882193899247795
53,-0.7041383153095375,-0.8133803616848309,0.8185124916874338,-4.097096356516704,-1.0367793662752955,-1.7200125909002963,1.5089153255347627,-2.210871951644076,-0.5512298623262905,0.12266177025157958,0.006246118725975976,0.006315184468403459,-0.021038286769762635,-1.6749052127916366,0.016021491878200324
54,1.647246747316676,-0.014770065101329237,-0.013270188508322463,7.067418347189669,6.045282874903641,-0.4522020945764962,-0.8213419863232412,0.519375161267817,0.09744878899422474,0.07331741221016273,0.003530628227163106,0.004486296116374433,-0.011361230630427599,-0.5956471902690827,0.008331244981382041
55,-2.3085839487303748,1.0678011494548991,-0.8495167121337727,-2.303131333219353,-0.9990798405313399,-1.6199859849875793,1.344427069616504,-2.095020219832077,-0.3923588681849651,0.12393286519567483,0.006265924939652905,0.008053598823025823,0.014057349492795766,-1.6092378852749243,-0.01849849649704993
56,-3.7945407986233475,-0.8264289706479758,0.9508909261040389,-1.995512276776717,-1.1049411819921806,-1.8261056859360543,-0.5970805912552168,-0.6223970465688035,-0.08319717868347652,-0.010210831846343353,0.021632153481477873,0.0033476968202739953,-0.030061539732851087,-1.7525968554103748,0.016094936726149173
57,-1.0317819323542061,-0.050364929201314225,-0.05823493167990819,-1.6848924999381416,-0.429019395976793,7.368947892777214,3.080997962246183,1.895354478447698,0.43189432232873515,0.09559836096945219,0.016714752913685516,-0.011546656778082252,-0.03993207338731736,-0.8578276111930608,0.027972123606596143
58,1.2895581690920517,1.644055917673977,0.25619939341791903,5.784566594084026,5.126250894342084,-0.36529796722577884,0.7707778147084173,-0.9408555095997871,-0.23137101645872463,1.0274542229110375,0.03595139032695442,0.047831618338823316,0.005281872930936515,-0.519008212138433,-0.0031255183345638214
59,-1.8934511799667961,-0.22987961221602746,0.33068336098920553,3.962977495152736,-0.4284125699196011,6.42877517778892,0.7604319040186237,-1.2246292000717949,-0.2808155265962705,0.0254555846308358,0.016033944872906433,0.0040096145402640105,0.018939912896603347,-0.8543135230243206,0.03452757952734828
60,-1.8186640888487455,-0.21586567129008472,-0.21221487745293416,-4.557947085287887,-1.2011748440435621,-2.048370831499924,-0.6558266494033159,-0.6941197015950457,-0.0941850559762679,-0.014564543320448138,0.005235301286447793,-0.0013540756423026322,-0.03083586073247716,-1.9298652533907443,0.016790502013172955
61,8.113397882663412,-0.08813467082974967,-0.10498201482609147,-1.5945760521752528,-0.6850829195976257,-1.1959679131707526,1.1818996666057502,-1.7606171876378358,-0.4299038888962241,-0.008355062322807498,0.0029200244799721985,-0.005335455881431699,-0.00444411430042237,-1.1045782584534027,0.011017298325896263
62,0.1634757149743382,0.42092817762488266,-0.2859010444179876,2.851883154573152,3.9393086201814005,3.599171653673984,1.5880152163584718,1.0358626285823993,0.23365647983155213,0.007108054263517261,0.017000603385968135,-0.004626351590268314,0.00394721845863387,-0.4819420922594145,-0.01359299519797787
63,0.059327432080172,-0.4793507385079283,0.5149592531129019,-2.5366852294048297,-0.4740892735193484,-0.7185317221638979,3.365607987366384,2.1110077418747824,0.4770644598209765,0.0654307728994172,0.006480166905093938,0.0077801355347037315,0.006463694171980023,7.445119727039709,0.01906023838557303
64,-0.8200331604585517,2.2187052411818877,2.0167339471093144,-1.5834249810857,-0.30607158384751526,6.008401930158725,2.420809816255933,1.6219722817180446,0.2767384522384964,0.13466202555107884,0.013966392599977553,0.007621301873587072,-0.011335988182108849,-0.75503872677451,-0.021363776151556522
65,-0.6066670488961973,-0.8004922875022749,0.8471793224051362,-4.9200720000942235,-1.0822377015603706,-1.7646270843443927,-2.280931683020899,0.8244410274794791,0.1628364115161821,-0.022536311968578956,-0.015708273362834008,0.0034349969401955604,-0.020675982639659196,-1.722168901609257,0.017363940086215734
66,-1.8196748780400958,-0.21909938522381708,-0.2026792515430134,-4.554740481872577,-1.1961666682886425,-2.062662668924895,-0.6509356121887686,-0.6936014713346959,-0.0941850559762679,-0.015930775955785067,0.005235301286447793,-0.003724603047594428,-0.03127614236203954,-1.9298652533907443,0.01634421183494851
67,8.387572684928308,-0.32958881150581876,-0.1904775836924091,-1.953956181970425,-0.7138141280738637,-1.202584328247467,-1.6439448505733163,0.6909352605656022,0.06858539164764807,0.15042935275647323,0.005935531922150403,0.0076258941227570175,-0.008708194696810096,-1.0933289988362231,0.006018878147006035
68,0.9482638675731141,-0.13244964551355223,-0.12382088036043569,-6.1018033950787505,-1.147625634118449,-1.9337973955692724,-0.5186442738637561,-0.6038756776135414,-0.09865730259101838,-0.015303498693974689,0.004854640997946262,-0.004274415215477347,0.021282684071920813,-1.7654749766085296,-0.020517534748651086
69,-1.675677319788374,-0.36280378537601793,-0.18158457373268902,-4.1598868354316805,-1.1257851332379505,-1.8720453797082883,1.6691022562747821,-2.503617484611459,-0.5477232294366695,0.13778904019505717,0.0057905841059982775,0.0062287571886554365,0.014312570705078543,-1.7860696620726957,-0.023027937156148256
70,8.673635836923495,-0.06932149075670167,-0.08534367972635665,-2.0056443807203324,-0.7334869951149449,-1.2239096993859857,-1.7466106513515114,0.7169237705203705,0.09131654017954133,-0.008812321773730218,-0.009163765457924456,0.005317917210049927,-0.008874244140461087,-1.1359262186405248,0.006806951952166855
71,-1.7825726788467728,0.6059459796088049,-0.47499415594502353,6.01992136776913,-0.4061575428117067,5.717102473762643,-1.0689230607636273,0.47883440332021565,0.06639321880880743,-0.018441067861858756,0.00972803875687532,0.018399358447641134,-0.04033318095607683,-0.7620302160270512,0.013926458957139403
72,-0.7052307935256976,-0.03228302499919664,-0.004898655413999222,-0.7691949115468742,3.9125237935595214,3.6629899272549666,2.1137558488198556,1.2841860382881713,0.3133927313308231,0.013227915150346235,-0.05567921629990451,0.003979261582717299,0.023124002600088716,3.9081618554424495,0.027527342610992492
73,2.3123193136858755,-0.18025286016752942,0.2691228290152503,3.4923965062818025,3.3546300000324845,3.198744711035397,-0.6147513972513843,0.36937692751409484,0.09581368883838877,-0.0018595631886273623,-0.01206118552479893,0.027147476701065897,0.023354927618056534,-0.3858931379765272,-0.01079327028710395
74,-2.8164585573412477,1.406292910874472,-0.2879703155247262,-2.7440923754108373,-1.1289208638761192,-1.7774697412713432,-2.3547847921575884,0.8913522553746589,0.1254981273622252,-1.2064700471819378,0.054216641994426024,-0.2785501288063824,-0.020807656715624033,-1.72702554743737,0.01724574076011777
75,-2.8817339259013535,0.07479934452334419,-0.23651473254081792,-2.769013408996398,-1.1184628318529577,-1.8075394202955066,1.6128506370505784,-2.4940878177946435,-0.5305083098635077,-0.027550581581308506,-0.008101682167034597,0.003984372718259692,0.014744815356098116,-1.7915582822961733,-0.02045922237681225
76,0.2437521086388733,-0.020177187072113155,-0.014734389983932488,4.384615619818215,-0.16281171740964054,3.4064209190921972,1.566052011308493,0.9527738643402699,0.2453293459455017,0.051546319106128065,0.015246817973675206,0.004347062911838293,0.023751547269057482,3.881994669418782,0.028957342787180096
77,1.9665578014287166,-0.24686106704873964,-0.03296415319200605,3.0977042303350752,-0.1794857488013804,2.839865344381542,1.4625183660420589,0.8682344165170798,0.2215870127256494,0.008684926939895376,0.004229064375394955,0.025409623673185708,0.02121636822121218,2.9412285788170993,0.012696263648103922
78,2.706495193472365,0.051749190241098406,-0.05366155989351682,3.9883277421497767,3.9869857036462055,-0.2915854088308697,1.914278476012405,1.1447643471724587,0.29885013173450714,0.000587733585271053,0.002259768712101504,-0.006373575096949935,0.0024498378043062985,-0.4235917219193652,-0.005966964720282703
79,0.3320454613678157,2.0757291661802446,1.9111510913848178,1.794776661475189,-0.33061701132217425,6.249764174613229,0.795458043247927,-1.0704465398844332,-0.17993728993227706,-0.006174581459490582,-0.01582110616262071,-0.001460344069637358,0.022816771091893315,-0.8316697344696149,0.005967664052732289
80,4.460828928856645,-0.07819846307043918,-0.04263298101664986,-0.6085924830235308,-0.3486605255259201,-0.5333270984087721,2.586186865696218,1.651205000448972,0.3868581225001253,0.07427284740377217,0.004350476980907843,0.008797043962404131,0.0009196180733852088,5.184461613483727,0.004114365703426302
81,-2.3764989469887223,-0.03627581516338978,-0.13008602598449215,9.148540460282238,-0.6972268129955046,-1.0078829792844772,1.0951493433094583,-1.731948018471594,-0.39796857301029376,-0.0019252695987233893,-0.007484583223704249,0.0023651064187288286,-0.01934511190280318,-1.1229893560730853,0.01132247111061588
82,-0.08028333127498627,0.2571156581377727,0.2744739413526258,4.7890534838550955,4.288252556652297,3.838028080968943,-0.14638564331573434,-0.26104561516374813,-0.06616672362317332,-0.365238669483806,-0.10205294991843403,0.017102772484067826,-0.004483327493071556,-0.5220518205454573,-0.0070989777636714275
83,-3.084825828629546,-0.18678844857728108,-0.16426659922406542,-2.917889508417575,-1.1934572157543153,-1.8405367167689837,-2.5001377881958615,0.9385787193977739,0.14959189883433283,-0.009914859352866187,-0.00047121012816205623,0.00744506957475096,0.014934966489672661,-1.8369125012634322,-0.020653265174478293
84,0.7320481588609983,-0.7780806090054102,0.7491238132945728,-5.821959197144024,-1.1113759709498845,-1.8784498334000819,-0.5830144016520353,-0.5479776217089966,-0.10822063050698488,-0.02666685455129482,0.006287774448283017,-0.0038902906375005842,0.02056918150745332,-1.7259124060859903,-0.02072800996247679
85,0.6463550449674949,-0.07977496974286623,-0.057113106778124346,2.6007868340983986,7.9978600493224805,-0.7229076629398332,0.9280703247332712,-1.3508169868661206,-0.31937507540860677,0.08181179810897447,0.004321730459341779,0.004079597969539463,0.016089995903894306,-0.8587017565825954,-0.01019854304380715
86,-0.6594617098674643,-0.9299985488213133,0.9976266278652475,-4.864449972673319,-1.0781897803302853,-1.763957296764711,1.5779218325015973,-2.317576427712338,-0.5552621526224538,0.12063743890990736,0.006297339745797217,0.0062474624067544934,0.013444597632624209,-1.687063139518723,-0.021082621766254306
87,-3.0280730348848737,2.963143877509283,2.3684370132052575,-0.43438440245343374,-0.44649486916605385,-0.7992161228216719,0.9239590935065644,-1.3559561092971126,-0.24993777034396772,-0.007201308060903102,-0.008241258804919199,0.004496535360813141,0.0221463060984388,7.555527353682555,0.009926437314134092
88,5.322980948600453,2.6500037535169394,2.046152900274028,-0.5940477662388003,-0.29467982397414744,5.421324192149041,-0.18183817597921006,-0.2832728742924519,-0.025369355082511903,-0.008238927074999083,-0.013687783543718978,-0.005867630674038083,-0.008136127118486911,-0.6353278333973139,-0.007706405727658421
89,3.805098661351949,-0.07710458884947002,-0.025883429122623057,-0.4620478320715483,4.429253921101336,4.574133140241028,-0.17233882068423553,-0.32845959958125603,-0.06177644239389338,0.03748226203053491,0.005228593071224168,0.006555203045718372,0.007575144842267036,-0.4902964987675659,-0.021181234009563923
90,-0.964429752008291,1.9157337513766834,1.6485221268289023,-0.48888134623295626,-0.35443089324049654,3.8064020024403,1.9132708425691818,1.278629508598824,0.22475851227180102,0.0005648590897908434,0.005602935439674184,-0.0030599929322488607,-0.014952850663103163,4.777511164029129,-0.0006003785808570683
91,-2.8315116387046873,1.2010680530732498,-1.0405687935440802,-2.632544232986402,-1.078328619049862,-1.7203344309527893,1.5540299824415706,-2.440057186880149,-0.5229181971983052,0.1709467196816695,0.006417041273089126,0.005614644000306725,-0.020637939544394614,-1.7509268436348067,0.01639687579823658
92,4.650605110652978,0.027351706225890667,-0.09395134394231718,6.327235650579095,-0.43328703274484726,-0.6859811552417523,0.9625708056800067,-1.2151480088889366,-0.28844164169451686,-0.0010536920960294083,0.003077279747230932,-0.005197324650362134,0.005575552522204816,-0.6865808168658987,-0.0059527231939136985
93,-0.1701984725240618,0.518193205136049,-0.5413337703945581,6.417197574836901,6.050054414636688,-0.5223616519662028,0.7816325504961423,-1.092630344897916,-0.24475025559950153,-0.0007313276181230322,0.0026191385055426507,-0.0007108787354081869,-0.0046085688564926385,-0.700680125602521,0.007193060975987464
94,-2.452567034504609,-0.3221022518828977,1.21243297284469,-3.126146951208357,-1.1117813142901287,-1.7725573679810622,-2.306662910945015,0.8492895234370371,0.13516855095047503,-0.1279174440872157,0.0076552514731884,-0.002357829725369811,-0.01715803737286478,-1.7142216231860221,0.018182074557989834
