feature,rank
support_calls,1
subscription_type_Standard,2
total_spend,3
payment_delay,4
age,5
contract_length_Monthly,6
tenure,7
usage_frequency,8
gender_Female,9
last_interaction,10
contract_length_Quarterly,11
subscription_type_Premium,12
subscription_type_Basic,13
contract_length_Annual,14
gender_Male,15
