dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__age,density__tenure,density__usage_frequency,density__support_calls,density__payment_delay,density__total_spend,density__last_interaction,density__gender_Female,density__gender_Male,density__subscription_type_Basic,density__subscription_type_Premium,density__subscription_type_Standard,density__contract_length_Annual,density__contract_length_Monthly,density__contract_length_Quarterly
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6895758413418052,15,100100100000100,age|support_calls|last_interaction|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6895261834765867,5,100100100001100,age|support_calls|last_interaction|subscription_type_Standard|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6786659276458761,1,101100101000000,age|usage_frequency|support_calls|last_interaction|gender_Male,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6786610435348627,1,101100101010000,age|usage_frequency|support_calls|last_interaction|gender_Male|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6767980959291541,1,100100101100000,age|support_calls|last_interaction|gender_Male|subscription_type_Basic,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6765926091379264,5,100100101000000,age|support_calls|last_interaction|gender_Male,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6765414450013305,1,100100101001000,age|support_calls|last_interaction|gender_Male|subscription_type_Standard,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6738195507583886,8,101100001100000,age|usage_frequency|support_calls|gender_Male|subscription_type_Basic,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6738195507583886,16,101100010100000,age|usage_frequency|support_calls|gender_Female|subscription_type_Basic,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6736217211973777,10,101100010010000,age|usage_frequency|support_calls|gender_Female|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6736217211973777,2,101100001010000,age|usage_frequency|support_calls|gender_Male|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6736182519676627,28,101100010000000,age|usage_frequency|support_calls|gender_Female,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6736182519676627,8,101100001000000,age|usage_frequency|support_calls|gender_Male,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6735826974094947,16,101100010001000,age|usage_frequency|support_calls|gender_Female|subscription_type_Standard,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6735826974094947,5,101100001001000,age|usage_frequency|support_calls|gender_Male|subscription_type_Standard,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6731883777043042,54,101100000100100,age|usage_frequency|support_calls|subscription_type_Basic|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6730551567167937,1,111100010010000,age|tenure|usage_frequency|support_calls|gender_Female|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.672997310186406,17,101100000010100,age|usage_frequency|support_calls|subscription_type_Premium|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6729846635433916,95,101100000000100,age|usage_frequency|support_calls|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.672950615256601,40,101100000001100,age|usage_frequency|support_calls|subscription_type_Standard|contract_length_Annual,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6716862723973784,107,100100001100000,age|support_calls|gender_Male|subscription_type_Basic,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6716862723973784,215,100100010100000,age|support_calls|gender_Female|subscription_type_Basic,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6714866201692887,37,100100001010000,age|support_calls|gender_Male|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6714866201692887,90,100100010010000,age|support_calls|gender_Female|subscription_type_Premium,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6714767564484213,175,100100010000000,age|support_calls|gender_Female,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
customer_churn,0.3,10000,15,10,81.86666036769748,0.7071067811865475,-0.6714767564484213,18,100100001000000,age|support_calls|gender_Male,0.982,0.002,0.305,1.0,0.0,0.0,0.04,0.551,0.194,0.412,0.164,0.068,0.237,0.018,0.0
