dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,2.2653419689974252,1,10000000100010100011,feat_241|feat_368|feat_211|feat_295|feat_85|feat_42,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,2.395008884265317,1,11000001000010101000,feat_241|feat_43|feat_147|feat_211|feat_295|feat_431,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,2.4441890370616095,1,11000000000010101001,feat_241|feat_43|feat_211|feat_295|feat_431|feat_42,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,2.6098386216280023,1,11000101100000100000,feat_241|feat_43|feat_31|feat_147|feat_368|feat_295,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,2.6349059330115296,1,11000011100000000000,feat_241|feat_43|feat_205|feat_147|feat_368,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,3.432166704830925,1,10010001000010100001,feat_241|feat_154|feat_147|feat_211|feat_295|feat_42,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,3.463294391206543,1,11000001000110100001,feat_241|feat_43|feat_147|feat_346|feat_211|feat_295|feat_42,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,3.5605955124144995,1,11010100000000100010,feat_241|feat_43|feat_154|feat_31|feat_295|feat_85,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,3.562953203334307,1,11000101000010100001,feat_241|feat_43|feat_31|feat_147|feat_211|feat_295|feat_42,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
madelon,0.3,10000,20,10,647.4327217182145,0.7071067811865475,3.563362009225008,1,11010000000110100000,feat_241|feat_43|feat_154|feat_346|feat_211|feat_295,0.999,0.791,0.186,0.332,0.015,0.218,0.628,0.58,0.085,0.038,0.068,0.466,0.342,0.045,0.966,0.003,0.314,0.012,0.75,0.474
