dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__palmitoleic,density__stearic,density__oleic,density__linoleic,density__linolenic,density__arachidic,density__eicosenoic,density__other
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,0.18671890735164243,1,00001101,linolenic|arachidic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,0.18698196099118336,2,00010101,linoleic|arachidic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,0.2279955238783531,1,00010011,linoleic|eicosenoic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,0.7002830755571756,10,00011001,linoleic|linolenic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,0.9943362247175145,3,10010001,palmitoleic|linoleic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.0968543440804994,8,01010001,stearic|linoleic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.200348559495081,3,10001101,palmitoleic|linolenic|arachidic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.2255323687777007,1,01001011,stearic|linolenic|eicosenoic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.2496289923474695,1,00111001,oleic|linoleic|linolenic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.3359272333611667,1,10110001,palmitoleic|oleic|linoleic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
olive_oil_3class,0.8,10000,8,5,54.09849101956934,0.7071067811865475,1.3501633796507944,21,01001101,stearic|linolenic|arachidic|other,0.313,0.556,0.058,0.971,0.76,0.322,0.046,0.999
