dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.4077424133069478,1,10000000000000100011,feat_241|feat_295|feat_85|feat_42,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.43979206017727923,1,10000001000010000001,feat_241|feat_147|feat_211|feat_42,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.48232843255822744,5,11000000000000100010,feat_241|feat_43|feat_295|feat_85,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.4842864071216403,2,11000000000100100000,feat_241|feat_43|feat_346|feat_295,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.5028216603655763,5,11000001000000100000,feat_241|feat_43|feat_147|feat_295,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.506759572339869,2,11000000000010100000,feat_241|feat_43|feat_211|feat_295,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.5243478274706066,1,10000000000110100000,feat_241|feat_346|feat_211|feat_295,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.529802597929932,1,10000000000000101010,feat_241|feat_295|feat_431|feat_85,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.5701402480243987,6,10000001000000000011,feat_241|feat_147|feat_85|feat_42,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.5861530410590157,1,10100000000000000011,feat_241|feat_311|feat_85|feat_42,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
madelon,0.9,10000,20,10,172.7132092770189,0.7071067811865475,0.5948135709178554,1,10000000100000100010,feat_241|feat_368|feat_295|feat_85,0.999,0.647,0.022,0.233,0.002,0.087,0.193,0.483,0.082,0.024,0.102,0.297,0.133,0.017,0.839,0.006,0.189,0.01,0.645,0.195
