dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,-0.13508646415233805,1,10000000000010100000,feat_241|feat_211|feat_295,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,-0.0199309984466276,1,11000000000000000010,feat_241|feat_43|feat_85,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.4077424133069478,2,10000000000000100011,feat_241|feat_295|feat_85|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.48232843255822744,3,11000000000000100010,feat_241|feat_43|feat_295|feat_85,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.4831545188465136,1,10000000000100000011,feat_241|feat_346|feat_85|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.4867799762997236,1,11000000000000001010,feat_241|feat_43|feat_431|feat_85,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5017271764703547,1,11000001000000010000,feat_241|feat_43|feat_147|feat_66,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5028216603655763,1,11000001000000100000,feat_241|feat_43|feat_147|feat_295,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.506759572339869,3,11000000000010100000,feat_241|feat_43|feat_211|feat_295,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5125187407902843,1,10000000000100100001,feat_241|feat_346|feat_295|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5243478274706066,1,10000000000110100000,feat_241|feat_346|feat_211|feat_295,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5379785067831748,2,11000000000110000000,feat_241|feat_43|feat_346|feat_211,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5521523838056647,1,10000000001110000000,feat_241|feat_30|feat_346|feat_211,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5701402480243987,2,10000001000000000011,feat_241|feat_147|feat_85|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5755084612175552,1,10010000000100000000,feat_241|feat_154|feat_346,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5934013095837987,1,11000001000010000000,feat_241|feat_43|feat_147|feat_211,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.5943309374887417,1,11000000000000000011,feat_241|feat_43|feat_85|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.6354709874481321,1,10000001000000100010,feat_241|feat_147|feat_295|feat_85,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.6783754334088054,1,11000000001000000010,feat_241|feat_43|feat_30|feat_85,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,0.7726515292196561,1,11000000100000100000,feat_241|feat_43|feat_368|feat_295,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
madelon,0.7,10000,20,10,178.23134148214012,0.7071067811865475,1.1299562220757289,2,10000000000110100001,feat_241|feat_346|feat_211|feat_295|feat_42,1.0,0.665,0.038,0.211,0.011,0.101,0.235,0.484,0.14,0.019,0.079,0.322,0.162,0.002,0.78,0.005,0.112,0.009,0.658,0.218
