dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.2246074931980213,1,10000101001100000001,feat_241|feat_31|feat_147|feat_30|feat_346|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.2276011240770046,1,11000100000100100010,feat_241|feat_43|feat_31|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.237730268402208,1,11000000000110100001,feat_241|feat_43|feat_346|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.2506820257170443,1,11110000000000000010,feat_241|feat_43|feat_311|feat_154|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.264144261154496,4,11000000000100100011,feat_241|feat_43|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.282526032481215,1,11000000000100101010,feat_241|feat_43|feat_346|feat_295|feat_431|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.2881366993773202,1,11010001000000100000,feat_241|feat_43|feat_154|feat_147|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3051911215869905,4,11000001000100100001,feat_241|feat_43|feat_147|feat_346|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3220457042659346,1,11010000000000100010,feat_241|feat_43|feat_154|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3239831928345365,2,10010001000010100000,feat_241|feat_154|feat_147|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3283846403795048,1,10000101000100100001,feat_241|feat_31|feat_147|feat_346|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3311296537562187,1,10000101000110100000,feat_241|feat_31|feat_147|feat_346|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.342496454768858,1,11000001000100000011,feat_241|feat_43|feat_147|feat_346|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.344747315710737,1,10000001000100100011,feat_241|feat_147|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3447892507919508,4,11000001000010100001,feat_241|feat_43|feat_147|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3517412994785665,1,11010000000000000011,feat_241|feat_43|feat_154|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.367507193222793,1,10010000000110100000,feat_241|feat_154|feat_346|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.3899430658995504,1,11000010000000001010,feat_241|feat_43|feat_205|feat_431|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.390694011660367,2,11000000010000100011,feat_241|feat_43|feat_459|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4041534615758917,1,11000000001100100010,feat_241|feat_43|feat_30|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.406169588058502,4,11000001000100100010,feat_241|feat_43|feat_147|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4088739222435,1,11000101000000100001,feat_241|feat_43|feat_31|feat_147|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4224583399331916,3,11100001000100100000,feat_241|feat_43|feat_311|feat_147|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.439178210168099,1,11000000100100000011,feat_241|feat_43|feat_368|feat_346|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4441128359603157,1,10100101000010100000,feat_241|feat_311|feat_31|feat_147|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4637895554806692,1,11000010000100100000,feat_241|feat_43|feat_205|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.4877117739862316,2,11000010000000100010,feat_241|feat_43|feat_205|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.50315996098449,1,10100000000101100010,feat_241|feat_311|feat_346|feat_486|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.5050059568681657,1,10010000100010100000,feat_241|feat_154|feat_368|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.54523759349521,2,11000000100100100010,feat_241|feat_43|feat_368|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.5588973310215604,1,11000010000000000011,feat_241|feat_43|feat_205|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.5671774867116106,1,11000011000000100000,feat_241|feat_43|feat_205|feat_147|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.5696701406214597,1,10100101000100100000,feat_241|feat_311|feat_31|feat_147|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.6025458075172185,1,11000001100100100000,feat_241|feat_43|feat_147|feat_368|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.613636519159426,1,11000000100100100001,feat_241|feat_43|feat_368|feat_346|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.6236653230135047,1,10000010100000100001,feat_241|feat_205|feat_368|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.63296402201844,1,11000000101100000010,feat_241|feat_43|feat_368|feat_30|feat_346|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.6417335138771865,1,11000001100000100010,feat_241|feat_43|feat_147|feat_368|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.6427630453718507,2,10000010000100100010,feat_241|feat_205|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.670541916902754,1,11000011000000000001,feat_241|feat_43|feat_205|feat_147|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.6903963848216623,1,10000011000010100000,feat_241|feat_205|feat_147|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.7182432574559705,3,11000001100000100001,feat_241|feat_43|feat_147|feat_368|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,2.973943027907164,1,11000000101000100001,feat_241|feat_43|feat_368|feat_30|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.365872386655607,3,11000101000110000001,feat_241|feat_43|feat_31|feat_147|feat_346|feat_211|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.3731778991280175,3,10000101000110100001,feat_241|feat_31|feat_147|feat_346|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.373717872066671,1,11000101001100100000,feat_241|feat_43|feat_31|feat_147|feat_30|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.3898982900811383,1,11000100000110000011,feat_241|feat_43|feat_31|feat_346|feat_211|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.3968656169432703,1,10010000000010100011,feat_241|feat_154|feat_211|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4151089534842445,3,10010000000110100001,feat_241|feat_154|feat_346|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4256468559021505,1,10000001001110100001,feat_241|feat_147|feat_30|feat_346|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4312674771290865,15,11000100000100100011,feat_241|feat_43|feat_31|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.432166704830925,1,10010001000010100001,feat_241|feat_154|feat_147|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4334806792810744,2,11010000000000101010,feat_241|feat_43|feat_154|feat_295|feat_431|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.435294208241779,1,10010001000110000001,feat_241|feat_154|feat_147|feat_346|feat_211|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4374403235437327,1,11010101000100000000,feat_241|feat_43|feat_154|feat_31|feat_147|feat_346,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4538788552841364,3,11000101000100000011,feat_241|feat_43|feat_31|feat_147|feat_346|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.462148770510283,1,10000001000110100011,feat_241|feat_147|feat_346|feat_211|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4628897608854667,3,11000000000110100011,feat_241|feat_43|feat_346|feat_211|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.463294391206543,2,11000001000110100001,feat_241|feat_43|feat_147|feat_346|feat_211|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4734798917361087,10,11000101000100100001,feat_241|feat_43|feat_31|feat_147|feat_346|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.484936624000518,3,11100100000100100010,feat_241|feat_43|feat_311|feat_31|feat_346|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.4885668814820305,1,11010101000010000000,feat_241|feat_43|feat_154|feat_31|feat_147|feat_211,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.496935770787463,1,11010100000100100000,feat_241|feat_43|feat_154|feat_31|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5020206152114657,3,10000000100110100011,feat_241|feat_368|feat_346|feat_211|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5037706795186403,1,11000100000110100010,feat_241|feat_43|feat_31|feat_346|feat_211|feat_295|feat_85,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5278520617004134,1,11010101000000100000,feat_241|feat_43|feat_154|feat_31|feat_147|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5400104931289764,1,10000101000100100011,feat_241|feat_31|feat_147|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.546098249184926,1,11110001000000100000,feat_241|feat_43|feat_311|feat_154|feat_147|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.55294876552404,3,11100101000100100000,feat_241|feat_43|feat_311|feat_31|feat_147|feat_346|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5532175528014833,13,11000001000100100011,feat_241|feat_43|feat_147|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.563362009225008,1,11010000000110100000,feat_241|feat_43|feat_154|feat_346|feat_211|feat_295,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5693408168755933,5,10000100100100100011,feat_241|feat_31|feat_368|feat_346|feat_295|feat_85|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
madelon,0.4,10000,20,10,228.2892230162397,0.7071067811865475,3.5730497244279604,7,11010000000100100001,feat_241|feat_43|feat_154|feat_346|feat_295|feat_42,0.999,0.699,0.054,0.563,0.003,0.29,0.163,0.489,0.093,0.022,0.073,0.781,0.273,0.003,0.921,0.001,0.044,0.004,0.532,0.694
