dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,0.4077424133069478,1,10000000000000100011,feat_241|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,0.48232843255822744,1,11000000000000100010,feat_241|feat_43|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,0.5243478274706066,1,10000000000110100000,feat_241|feat_346|feat_211|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,0.7414204752024053,1,10000001100000100000,feat_241|feat_147|feat_368|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,0.7689346827795608,1,10100000100000100000,feat_241|feat_311|feat_368|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.093764102114681,5,10000000000010100011,feat_241|feat_211|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.1299562220757289,1,10000000000110100001,feat_241|feat_346|feat_211|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.1472358104166727,1,11000001000100010000,feat_241|feat_43|feat_147|feat_346|feat_66,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.1772803491380708,1,10010000000010100000,feat_241|feat_154|feat_211|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.235485896856899,2,10000000000100100011,feat_241|feat_346|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.2591275760695526,1,11000001000100001000,feat_241|feat_43|feat_147|feat_346|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.2954859978868676,1,11010000000000000010,feat_241|feat_43|feat_154|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.307007027640303,1,11000000000100100010,feat_241|feat_43|feat_346|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3101366865785695,4,11000000000000100011,feat_241|feat_43|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3118588240317188,1,11000001000100000001,feat_241|feat_43|feat_147|feat_346|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3167584293458545,1,10100000000010100010,feat_241|feat_311|feat_211|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3176238341347108,1,10010000000010000010,feat_241|feat_154|feat_211|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3315706613185776,1,10010000000000100010,feat_241|feat_154|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3514175693091688,1,10100100000110000000,feat_241|feat_311|feat_31|feat_346|feat_211,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3884048754628697,2,11000001000000100001,feat_241|feat_43|feat_147|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.3990611734782725,1,10100000000110100000,feat_241|feat_311|feat_346|feat_211|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.421575399298764,1,11001000000000010010,feat_241|feat_43|feat_139|feat_66|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4321390138889714,1,10000000100010100010,feat_241|feat_368|feat_211|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4350507925012947,1,11001001000000100000,feat_241|feat_43|feat_139|feat_147|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4351732618790538,1,11000000001000100010,feat_241|feat_43|feat_30|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.440171109932546,1,11100000000000001010,feat_241|feat_43|feat_311|feat_431|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4509897750611591,1,11100000000000000011,feat_241|feat_43|feat_311|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4707995248935328,1,11000000100100000010,feat_241|feat_43|feat_368|feat_346|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4835344134247626,1,10100000100000000011,feat_241|feat_311|feat_368|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.4887700147406246,1,10100000000100100010,feat_241|feat_311|feat_346|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.5133427300395168,1,11000000100000100010,feat_241|feat_43|feat_368|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.5410730110930213,1,10001001000000100001,feat_241|feat_139|feat_147|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.5465303188770665,2,10000010000000100001,feat_241|feat_205|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.5825216071722177,1,11001000000000000011,feat_241|feat_43|feat_139|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.6076939639003536,2,10100001000100100000,feat_241|feat_311|feat_147|feat_346|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.6078722725133314,1,11000001100000100000,feat_241|feat_43|feat_147|feat_368|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.636582856453789,1,10000010000000101000,feat_241|feat_205|feat_295|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,1.8705452528831055,1,10001000000000110100,feat_241|feat_139|feat_295|feat_66|feat_75,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.0955531299056718,1,10010000000010100001,feat_241|feat_154|feat_211|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.123226479955103,7,10000000000110100011,feat_241|feat_346|feat_211|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.1282548973759825,1,11010100000000001000,feat_241|feat_43|feat_154|feat_31|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.134591312528943,1,11110000000000100000,feat_241|feat_43|feat_311|feat_154|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.137178248226583,1,10000000010010100011,feat_241|feat_459|feat_211|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.1381877434431957,1,10010000000110000001,feat_241|feat_154|feat_346|feat_211|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.1428248218486776,1,11000101000100001000,feat_241|feat_43|feat_31|feat_147|feat_346|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.143317172297667,1,11000100000100001010,feat_241|feat_43|feat_31|feat_346|feat_431|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.154889071339291,1,10000000010010110010,feat_241|feat_459|feat_211|feat_295|feat_66|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2111362417222473,1,11000100000100000011,feat_241|feat_43|feat_31|feat_346|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2268007986091067,7,10100000000010100011,feat_241|feat_311|feat_211|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2511300629423396,1,10000100100010000011,feat_241|feat_31|feat_368|feat_211|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2578566096004815,1,10010000000010010010,feat_241|feat_154|feat_211|feat_66|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.259160872694674,1,11100100000100000010,feat_241|feat_43|feat_311|feat_31|feat_346|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.261708362186953,4,10010000000000100011,feat_241|feat_154|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2634898835600303,2,10000000000110110001,feat_241|feat_346|feat_211|feat_295|feat_66|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.264144261154496,6,11000000000100100011,feat_241|feat_43|feat_346|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2644121925697145,1,11010000000010000001,feat_241|feat_43|feat_154|feat_211|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2653419689974252,1,10000000100010100011,feat_241|feat_368|feat_211|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2747516209007457,1,11110001000000000000,feat_241|feat_43|feat_311|feat_154|feat_147,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2881366993773202,2,11010001000000100000,feat_241|feat_43|feat_154|feat_147|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.2916359493673513,1,10100100000110000001,feat_241|feat_311|feat_31|feat_346|feat_211|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3023002636248564,1,11010001000100000000,feat_241|feat_43|feat_154|feat_147|feat_346,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3051911215869905,10,11000001000100100001,feat_241|feat_43|feat_147|feat_346|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.306054895409274,1,11010000000100100000,feat_241|feat_43|feat_154|feat_346|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.30629675208354,3,10100000000110100001,feat_241|feat_311|feat_346|feat_211|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3082140251585486,1,11000000010000101010,feat_241|feat_43|feat_459|feat_295|feat_431|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3220457042659346,3,11010000000000100010,feat_241|feat_43|feat_154|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3281102307784605,1,10110000000000100010,feat_241|feat_311|feat_154|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3289487041138823,2,11010000000000100001,feat_241|feat_43|feat_154|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3329592734025555,2,10010100000010000010,feat_241|feat_154|feat_31|feat_211|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.335227571639184,1,11000001000100010001,feat_241|feat_43|feat_147|feat_346|feat_66|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3356940886326036,2,10000000000110100101,feat_241|feat_346|feat_211|feat_295|feat_75|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.337651680186026,2,10010001000000100001,feat_241|feat_154|feat_147|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3381571391102245,1,10010100000100001000,feat_241|feat_154|feat_31|feat_346|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3385091211466276,1,10010000001000101000,feat_241|feat_154|feat_30|feat_295|feat_431,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3427054278988164,1,10000000100100100011,feat_241|feat_368|feat_346|feat_295|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3464570660238335,2,10010000000010100010,feat_241|feat_154|feat_211|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3485359062502145,2,10010000000100100001,feat_241|feat_154|feat_346|feat_295|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3500111677457673,1,11010001000000000001,feat_241|feat_43|feat_154|feat_147|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3517412994785665,4,11010000000000000011,feat_241|feat_43|feat_154|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3556117525841977,3,11100000000100100010,feat_241|feat_43|feat_311|feat_346|feat_295|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3567386464402142,1,10010001000100000001,feat_241|feat_154|feat_147|feat_346|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.367507193222793,3,10010000000110100000,feat_241|feat_154|feat_346|feat_211|feat_295,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.3790619965390025,1,10100000000010110010,feat_241|feat_311|feat_211|feat_295|feat_66|feat_85,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
madelon,0.6,10000,20,10,201.9906332185492,0.7071067811865475,2.379649936981791,1,11000000001100000011,feat_241|feat_43|feat_30|feat_346|feat_85|feat_42,1.0,0.602,0.258,0.38,0.037,0.041,0.309,0.194,0.051,0.024,0.03,0.528,0.245,0.002,0.847,0.061,0.041,0.024,0.55,0.728
