dataset,beta,shots,qfs_n,k_budget,elapsed_seconds,dist_ratio_rydberg,cost_f,count,bitstring,selected_features,density__feat_241,density__feat_43,density__feat_311,density__feat_154,density__feat_139,density__feat_31,density__feat_205,density__feat_147,density__feat_368,density__feat_459,density__feat_30,density__feat_346,density__feat_211,density__feat_486,density__feat_295,density__feat_66,density__feat_431,density__feat_75,density__feat_85,density__feat_42
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,4.981623924233795,1,11000001000110100011,feat_241|feat_43|feat_147|feat_346|feat_211|feat_295|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,5.110402583212669,1,11000011000100001010,feat_241|feat_43|feat_205|feat_147|feat_346|feat_431|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,5.253932791994558,1,11000011000100000011,feat_241|feat_43|feat_205|feat_147|feat_346|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,5.3543335724510825,1,10100001001101100010,feat_241|feat_311|feat_147|feat_30|feat_346|feat_486|feat_295|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,5.398808558084173,1,10100001100010100011,feat_241|feat_311|feat_147|feat_368|feat_211|feat_295|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.459071831465791,1,11000101000100101011,feat_241|feat_43|feat_31|feat_147|feat_346|feat_295|feat_431|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.49249990498415,1,00010000011001001101,feat_154|feat_459|feat_30|feat_486|feat_431|feat_75|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.635442142113616,1,11010001000000101011,feat_241|feat_43|feat_154|feat_147|feat_295|feat_431|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.790381940986538,1,10010001000110100011,feat_241|feat_154|feat_147|feat_346|feat_211|feat_295|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.790610754880833,1,11100101000100100011,feat_241|feat_43|feat_311|feat_31|feat_147|feat_346|feat_295|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.828514855540232,1,10010001000010110011,feat_241|feat_154|feat_147|feat_211|feat_295|feat_66|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.8450443367216405,1,11110101000000100010,feat_241|feat_43|feat_311|feat_154|feat_31|feat_147|feat_295|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.85570929677751,1,11000110000100101010,feat_241|feat_43|feat_31|feat_205|feat_346|feat_295|feat_431|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.874671857155979,1,11110001000100010010,feat_241|feat_43|feat_311|feat_154|feat_147|feat_346|feat_66|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.900147921761598,1,11000011000100101010,feat_241|feat_43|feat_205|feat_147|feat_346|feat_295|feat_431|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.902271415612409,1,11001011000000011010,feat_241|feat_43|feat_139|feat_205|feat_147|feat_66|feat_431|feat_85,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
madelon,0.1,10000,20,10,1428.035529783927,0.7071067811865475,6.903889478811,1,11000010000110100011,feat_241|feat_43|feat_205|feat_346|feat_211|feat_295|feat_85|feat_42,0.998,0.834,0.339,0.194,0.097,0.288,0.708,0.875,0.4,0.174,0.055,0.764,0.479,0.098,0.861,0.126,0.56,0.078,0.971,0.744
