block,dataset,feature_set,model_name,seed,n_features,n_test,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_gap,train_val_gap,fit_seconds,predict_seconds_test,predict_us_per_sample,n_features_baseline,feature_reduction_ratio
baseline,breast_cancer_wisconsin,all_features,linear_svm,34,30,86,0.9919212422612402,0.9749410377358491,0.9373816805009465,0.05453956176029373,0.016980204525391174,0.001847825013101101,0.0005608806386590004,6.521867891383725,30,0.0
baseline,breast_cancer_wisconsin,all_features,linear_svm,55,30,86,0.9919212422612402,0.9749410377358491,0.9373816805009465,0.05453956176029373,0.016980204525391174,0.0018371548503637314,0.0005542086437344551,6.444286555051804,30,0.0
baseline,breast_cancer_wisconsin,all_features,linear_svm,89,30,86,0.9919212422612402,0.9749410377358491,0.9373816805009465,0.05453956176029373,0.016980204525391174,0.0018721232190728188,0.0005628271028399467,6.544501195813335,30,0.0
baseline,breast_cancer_wisconsin,all_features,linear_svm,144,30,86,0.9919212422612402,0.9749410377358491,0.9373816805009465,0.05453956176029373,0.016980204525391174,0.0018932502716779709,0.0005612503737211227,6.526167136292125,30,0.0
baseline,breast_cancer_wisconsin,all_features,linear_svm,233,30,86,0.9919212422612402,0.9749410377358491,0.9373816805009465,0.05453956176029373,0.016980204525391174,0.0018410328775644302,0.0005598990246653557,6.510453775178555,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,20260607,30,86,0.9837736464448794,0.9248231132075472,0.9373816805009465,0.04639196594393291,0.05895053323733224,0.22928513679653406,0.03411511238664389,396.6873533330684,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,1,30,86,0.9812014601593759,0.9248231132075472,0.9373816805009465,0.043819779658429425,0.05637834695182875,0.2930040545761585,0.035329900681972504,410.81279862758726,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,7,30,86,0.9811495652762272,0.9248231132075472,0.9253472222222222,0.055802343054005,0.05632645206868003,0.2991111632436514,0.028656738810241222,333.2178931423398,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,13,30,86,0.9838648648648649,0.9248231132075472,0.9373816805009465,0.046483184363918406,0.05904175165731773,0.2740500262007117,0.032785164192318916,381.2228394455688,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,21,30,86,0.9812014601593759,0.9248231132075472,0.9381739755571532,0.04302748460222272,0.05637834695182875,0.26673274487257004,0.03330406080931425,387.25652103853776,30,0.0
baseline,breast_cancer_wisconsin,all_features,random_forest,34,30,86,0.9864973978653675,0.9377289377289377,0.9373816805009465,0.049115717364421,0.04876846013642977,0.2778115374967456,0.03553464263677597,413.1935190322787,30,0.0
